,Id,Median_income,"Income_Less_than_$10,000","Occupied housing units; Estimate; Occupied housing units - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - $5,000 to $9,999","Occupied housing units; Estimate; Occupied housing units - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - $150,000 or more","Income_$150,000_199,999","Income_$100,000_149,999","Occupied housing units; Estimate; Occupied housing units - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - $10,000 to $14,999",White_alone_percent,"Renter-occupied housing units; Estimate; Occupied housing units - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - $5,000 to $9,999","Occupied housing units; Estimate; Occupied housing units - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - $100,000 to $149,999",Some_other_race_alone_percent,foodstamp_per_HH
51,1400000US36005011502,22660.0,17.9,14.2,1.3,1.3,2.5,15.7,0.364138845899,15.2,2.5,0.298916648242,0.315979754158
52,1400000US36005011800,71846.0,3.7,3.7,22.9,16.0,16.6,3.1,0.857473481196,10.9,16.6,0.109161041466,0.0417118093174
53,1400000US36005011900,17563.0,29.4,17.8,0.0,0.0,2.7,11.9,0.14209928003,18.3,2.7,0.514209928003,0.4357696567
54,1400000US36005012101,37516.0,15.0,11.9,3.4,1.0,4.8,6.7,0.184493898062,14.0,4.8,0.48528356066,0.309289617486
55,1400000US36005012102,16250.0,37.7,27.9,0.0,0.0,1.4,12.3,0.0831804281346,26.9,1.4,0.688685015291,0.508097165992
56,1400000US36005012300,14048.0,32.7,23.4,2.2,2.2,3.4,19.3,0.177475482442,25.5,3.4,0.496045555204,0.5
57,1400000US36005012500,30781.0,21.3,14.9,0.7,0.7,8.9,9.9,0.141542816702,16.9,8.9,0.551663128096,0.363827549947
58,1400000US36005012701,15720.0,35.1,26.7,0.0,0.0,7.2,12.8,0.289789169078,34.9,7.2,0.459280694502,0.44756097561
59,1400000US36005012901,18789.0,30.9,21.7,0.8,0.8,2.0,10.2,0.260021965953,22.4,2.0,0.440966501922,0.371653543307
60,1400000US36005013000,76638.0,6.7,6.7,3.8,0.0,22.2,0.0,0.737623762376,9.9,22.2,0.136138613861,0.1
61,1400000US36005013100,21394.0,26.2,14.2,2.7,2.7,1.9,12.8,0.116610169492,15.9,1.9,0.43209039548,0.477857142857
62,1400000US36005013200,69527.0,2.3,1.7,12.5,7.2,18.8,5.1,0.515632219313,1.6,18.8,0.365624518712,0.0679785330948
63,1400000US36005013300,20496.0,25.6,21.2,0.8,0.8,4.2,9.6,0.0207141752976,22.7,4.2,0.422785592827,0.422535211268
64,1400000US36005013500,18000.0,31.0,19.5,0.0,0.0,3.5,16.4,0.0516764072593,23.9,3.5,0.338665026146,0.351945854484
65,1400000US36005013800,63913.0,3.1,3.1,16.3,12.8,14.2,1.6,0.67109798129,8.6,14.2,0.1329394387,0.03125
66,1400000US36005014100,15317.0,35.9,23.2,0.0,0.0,3.2,13.0,0.337882352941,23.2,3.2,0.293647058824,0.442307692308
67,1400000US36005014300,11750.0,45.8,8.7,5.9,5.9,0.0,7.5,0.00525624178712,10.4,0.0,0.403416557162,0.545454545455
68,1400000US36005014400,25417.0,21.9,13.7,2.6,2.6,10.9,9.1,0.160717846461,15.7,10.9,0.384247258225,0.215654077723
69,1400000US36005014500,18151.0,26.2,15.6,0.9,0.9,4.8,15.9,0.032175032175,15.6,4.8,0.424526567384,0.464562569214
70,1400000US36005014900,21667.0,30.9,18.8,1.8,0.0,0.5,12.7,0.0748720711015,19.6,0.5,0.448155130622,0.445714285714
71,1400000US36005015100,27000.0,18.9,14.1,0.0,0.0,3.3,11.6,0.0644364189318,15.8,3.3,0.411138566812,0.404191616766
72,1400000US36005015300,19809.0,29.9,19.6,0.9,0.9,6.4,9.8,0.0575327803051,23.4,6.4,0.397109981268,0.40912795436
73,1400000US36005015500,17878.0,29.2,20.1,0.0,0.0,0.5,5.6,0.0882602545969,21.4,0.5,0.61810466761,0.476797088262
74,1400000US36005015700,27778.0,21.1,12.0,1.0,1.0,4.7,8.3,0.0979853479853,13.5,4.7,0.478021978022,0.406422018349
75,1400000US36005015800,36488.0,8.2,8.2,3.5,3.5,13.9,4.4,0.698620188816,13.7,13.9,0.16920842411,0.0151260504202
76,1400000US36005016000,73015.0,3.5,1.4,9.2,3.8,21.4,3.1,0.819530046225,0.0,21.4,0.1531201849,0.0111813320369
77,1400000US36005016100,18374.0,31.8,21.5,0.5,0.0,0.4,6.1,0.112790435371,21.7,0.4,0.557410331604,0.38560561732
78,1400000US36005016200,65331.0,5.5,5.5,20.9,19.6,6.8,0.0,0.877369007804,7.4,6.8,0.0261984392419,0.0145867098865
79,1400000US36005016400,69432.0,0.0,0.0,17.2,14.4,10.5,0.0,0.826666666667,0.0,10.5,0.100833333333,0.0389016018307
80,1400000US36005016500,13164.0,43.5,34.5,0.0,0.0,3.4,12.2,0.0646515533165,33.8,3.4,0.19395465995,0.596577017115
81,1400000US36005016600,87230.0,2.0,2.0,11.2,8.5,27.7,0.0,0.727683615819,0.0,27.7,0.186064030132,0.0381406436234
82,1400000US36005016700,34464.0,20.6,12.7,0.0,0.0,2.8,0.0,0.0577875619152,12.7,2.8,0.292239955971,0.355140186916
83,1400000US36005016900,15625.0,43.4,25.4,2.3,2.3,6.1,4.8,0.052440290758,31.1,6.1,0.373312564901,0.336520076482
84,1400000US36005017300,14862.0,31.6,25.2,3.9,2.5,0.6,18.9,0.106310679612,26.6,0.6,0.326941747573,0.381011097411
85,1400000US36005017500,15280.0,35.5,26.2,0.0,0.0,3.4,13.8,0.0521378037527,26.4,3.4,0.478468163642,0.462420886076
86,1400000US36005018400,57024.0,7.8,5.1,5.4,4.9,17.4,5.0,0.717057761733,8.7,17.4,0.20464801444,0.0851063829787
87,1400000US36005018900,29815.0,22.6,12.9,0.0,0.0,3.1,9.5,0.0889585947302,13.4,3.1,0.462358845671,0.287616990641
88,1400000US36005019300,19182.0,26.1,17.8,0.0,0.0,1.0,15.1,0.0926711084191,18.2,1.0,0.480718756309,0.379424778761
89,1400000US36005019400,38815.0,9.5,9.5,2.2,2.2,10.9,15.2,0.340789473684,13.0,10.9,0.275,0.27917282127
90,1400000US36005019500,30744.0,18.8,8.3,0.0,0.0,1.0,5.8,0.118350645263,7.6,1.0,0.459238275102,0.188016528926
91,1400000US36005019700,24965.0,17.0,11.7,0.0,0.0,5.4,9.0,0.134036501541,11.9,5.4,0.503199810382,0.328871039714
92,1400000US36005019900,30849.0,14.9,9.5,0.9,0.9,6.7,13.2,0.0573826888675,10.5,6.7,0.606440071556,0.33566705562
93,1400000US36005020100,27500.0,20.1,12.3,0.9,0.0,3.9,12.9,0.0636316606311,11.8,3.9,0.48473874806,0.344768439108
94,1400000US36005020200,40000.0,6.5,3.4,2.7,2.7,11.6,8.0,0.183869419107,5.8,11.6,0.323091694671,0.181940700809
95,1400000US36005020400,35524.0,15.4,4.4,0.3,0.3,11.3,11.2,0.290185849364,4.9,11.3,0.458102380176,0.234554973822
96,1400000US36005020601,41550.0,18.5,12.3,4.6,2.0,9.6,11.0,0.255524861878,17.7,9.6,0.363950276243,0.149006622517
97,1400000US36005021100,19425.0,30.0,22.6,0.0,0.0,1.0,8.7,0.0877270713336,23.0,1.0,0.449490474081,0.39544895449
98,1400000US36005021200,49731.0,9.3,3.9,1.7,1.7,6.7,6.8,0.116177703269,4.5,6.7,0.26487845767,0.0688073394495
99,1400000US36005021301,19886.0,22.0,13.9,1.1,1.1,10.3,12.2,0.108891752577,14.0,10.3,0.650128865979,0.386752136752
100,1400000US36005021302,28951.0,23.8,15.4,3.1,0.8,1.1,7.0,0.137273593899,16.6,1.1,0.434461391802,0.348807221148
101,1400000US36005021501,25000.0,23.6,12.6,2.4,2.4,5.2,9.3,0.120132810142,13.3,5.2,0.555387865982,0.513565891473
102,1400000US36005021502,23361.0,25.8,20.5,0.5,0.5,0.0,7.4,0.0588330109607,20.6,0.0,0.609123146357,0.445137805512
103,1400000US36005021601,26754.0,23.3,10.0,1.0,1.0,5.3,6.3,0.209025539301,10.6,5.3,0.532853954872,0.335616438356
104,1400000US36005021602,44036.0,11.6,6.2,1.1,1.1,10.7,4.0,0.0949049156799,7.7,10.7,0.234122712594,0.126718213058
105,1400000US36005021800,40505.0,10.6,4.7,0.7,0.0,7.9,8.6,0.127846709596,6.4,7.9,0.511858017905,0.194997684113
106,1400000US36005021900,32316.0,17.3,8.4,0.0,0.0,0.0,7.3,0.0678759508484,8.4,0.0,0.594499707431,0.33147113594
107,1400000US36005022000,14300.0,33.8,19.2,1.6,0.0,0.0,18.8,0.122775800712,23.1,0.0,0.347864768683,0.510948905109
108,1400000US36005022300,24794.0,24.8,17.7,0.5,0.5,5.4,12.0,0.081260539629,17.8,5.4,0.627424114671,0.475485661425
109,1400000US36005022401,34160.0,10.2,9.1,0.0,0.0,2.3,7.4,0.389836795252,10.0,2.3,0.391691394659,0.180952380952
110,1400000US36005022500,29318.0,20.0,16.5,3.4,1.9,2.6,10.8,0.0999871316433,17.2,2.6,0.494659631965,0.448640483384
111,1400000US36005022701,30000.0,17.7,8.6,1.6,1.6,2.8,7.6,0.137402285027,9.5,2.8,0.511124473842,0.284158415842
112,1400000US36005022702,53103.0,4.1,2.3,0.0,0.0,0.0,7.8,0.111183780249,2.3,0.0,0.179856115108,0.130434782609
113,1400000US36005022703,38000.0,32.2,12.1,0.0,0.0,5.0,2.8,0.136212624585,12.1,5.0,0.501661129568,0.329145728643
114,1400000US36005022800,42908.0,10.7,9.4,0.0,0.0,8.8,11.9,0.326627845421,10.3,8.8,0.337215457914,0.16985428051
115,1400000US36005022901,29441.0,14.0,6.5,0.4,0.4,7.6,8.2,0.0569905015831,6.7,7.6,0.580736543909,0.324604473541
116,1400000US36005022902,22791.0,21.9,10.4,1.6,0.0,0.0,17.0,0.130349558968,10.7,0.0,0.557660895132,0.554968287526
117,1400000US36005023000,44545.0,9.2,7.4,0.8,0.8,2.6,7.0,0.294027565084,9.1,2.6,0.452986217458,0.24347826087
118,1400000US36005023100,28563.0,8.4,2.0,0.0,0.0,0.0,18.4,0.169361702128,2.1,0.0,0.152340425532,0.148337595908
119,1400000US36005023200,47587.0,9.1,6.4,0.8,0.8,7.5,4.1,0.444326990839,9.1,7.5,0.38971106413,0.108518086348
120,1400000US36005023301,28309.0,17.0,13.3,0.4,0.0,5.6,13.2,0.0480267279181,13.3,5.6,0.518688661516,0.319401122895
121,1400000US36005023302,31902.0,22.6,17.4,1.5,0.9,6.1,8.8,0.086851628468,18.6,6.1,0.564234016888,0.37756097561
122,1400000US36005023501,26653.0,24.3,20.9,1.4,1.4,2.0,9.1,0.10675990676,21.2,2.0,0.525174825175,0.373641304348
123,1400000US36005023502,20095.0,22.3,17.7,0.9,0.9,1.8,16.2,0.117571768148,18.5,1.8,0.653501554215,0.336120401338
124,1400000US36005023600,40486.0,9.3,6.4,7.2,5.8,0.0,3.9,0.303804994055,5.7,0.0,0.363258026159,0.161949685535
125,1400000US36005023702,22917.0,29.2,19.1,0.0,0.0,0.0,3.0,0.330197554092,19.1,0.0,0.521166509878,0.393442622951
126,1400000US36005023900,19462.0,30.2,21.0,0.0,0.0,1.2,7.5,0.104006367737,21.3,1.2,0.548156009552,0.502360346184
127,1400000US36005024000,37432.0,12.6,8.5,3.7,3.1,9.5,8.2,0.17663744198,12.5,9.5,0.528623001547,0.278247501922
128,1400000US36005024100,26658.0,21.4,9.4,1.1,0.0,0.3,10.4,0.151087902524,9.5,0.3,0.533855526545,0.421645997745
129,1400000US36005024300,25976.0,23.6,17.8,1.4,1.0,2.9,10.2,0.118402777778,18.6,2.9,0.498263888889,0.366597724922
130,1400000US36005024400,66726.0,10.4,8.2,2.3,2.3,15.1,0.0,0.64451246174,6.3,15.1,0.286401399213,0.0233372228705
131,1400000US36005024600,62375.0,3.8,2.9,8.9,7.6,14.0,1.4,0.565691837625,5.0,14.0,0.248799650808,0.074931880109
132,1400000US36005024700,52440.0,8.3,6.4,6.7,6.7,1.5,3.1,0.0639745916515,6.8,1.5,0.431034482759,0.208454810496
133,1400000US36005024800,54401.0,6.9,3.7,5.6,4.9,17.7,3.5,0.600286532951,4.3,17.7,0.169054441261,0.0343137254902
134,1400000US36005024900,57178.1090089,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
135,1400000US36005025000,55638.0,5.8,0.0,2.7,2.7,13.8,16.4,0.755269320843,0.0,13.8,0.220921155347,0.152525252525
136,1400000US36005025100,26444.0,12.7,7.9,1.7,1.3,6.3,15.5,0.0938345051379,8.8,6.3,0.42009194159,0.304911955514
137,1400000US36005025200,45645.0,4.6,0.0,7.4,5.8,5.1,15.3,0.728743260058,0.0,5.1,0.145997511406,0.0612903225806
138,1400000US36005025300,20521.0,22.8,14.4,0.0,0.0,2.3,8.5,0.123704766459,15.0,2.3,0.594611828471,0.416167664671
139,1400000US36005025400,62455.0,5.5,5.5,5.1,0.7,21.7,2.8,0.871573604061,7.1,21.7,0.0649746192893,0.0077519379845
140,1400000US36005025500,24526.0,25.5,12.9,1.1,0.0,8.2,10.2,0.128092519397,12.8,8.2,0.658615136876,0.443148688047
141,1400000US36005025600,50833.0,0.0,0.0,2.2,2.2,19.1,5.1,0.417166866747,0.0,19.1,0.154861944778,0.0580204778157
142,1400000US36005025700,40750.0,5.3,1.9,3.7,0.0,7.6,8.8,0.213824289406,2.2,7.6,0.46511627907,0.292397660819
143,1400000US36005026100,56389.0,3.6,3.6,3.8,2.6,15.8,1.2,0.233203505355,12.0,15.8,0.142161635833,0.0593667546174
144,1400000US36005026300,31497.0,14.3,4.8,1.8,1.1,6.3,13.7,0.224183685243,6.3,6.3,0.413061036114,0.308454629916
145,1400000US36005026400,58032.0,13.3,4.7,3.8,2.5,9.9,2.0,0.81660899654,6.0,9.9,0.123466498899,0.124326970142
146,1400000US36005026500,28974.0,15.2,9.7,3.3,1.3,1.4,13.0,0.18520634014,10.1,1.4,0.538483507068,0.344054580897
147,1400000US36005026601,51994.0,8.9,4.3,6.1,3.5,15.1,5.9,0.521605884156,5.6,15.1,0.349065277352,0.0672451193059
148,1400000US36005026602,39812.0,8.9,4.9,2.4,2.4,8.3,9.7,0.76959904249,5.2,8.3,0.112906443248,0.0936329588015
149,1400000US36005026900,33494.0,12.5,10.7,2.4,1.6,7.5,9.4,0.104296136179,12.9,7.5,0.584977033234,0.177215189873
150,1400000US36005027300,38763.0,16.5,8.5,1.8,1.8,7.0,6.5,0.2009948911,9.3,7.0,0.570180155956,0.297263681592
151,1400000US36005027600,57178.1090089,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
152,1400000US36005027700,35633.0,20.4,16.4,4.9,3.2,4.9,6.7,0.197950469684,19.9,4.9,0.597608881298,0.307203389831
153,1400000US36005027900,48059.0,4.0,1.7,4.9,2.9,12.1,4.9,0.371281042537,2.3,12.1,0.335013523482,0.0849557522124
154,1400000US36005028100,50000.0,6.5,4.1,5.1,3.4,13.3,5.9,0.547800442369,5.9,13.3,0.214303268616,0.0802845528455
155,1400000US36005028300,42813.0,5.6,3.9,1.1,1.1,2.3,13.5,0.219986586184,4.6,2.3,0.577464788732,0.186495176849
156,1400000US36005028400,57178.1090089,0.0,0.0,0.0,0.0,0.0,0.0,0.194202898551,0.0,0.0,0.268599033816,0.0
157,1400000US36005028500,53420.0,7.9,4.6,3.9,2.2,15.0,6.2,0.685764914353,5.7,15.0,0.201122268163,0.0532994923858
158,1400000US36005028600,76393.0,16.7,11.5,9.6,6.1,23.8,5.2,0.680959302326,25.3,23.8,0.094476744186,0.0605427974948
159,1400000US36005028700,60571.0,3.5,2.0,2.3,1.1,18.1,5.6,0.39861612515,2.6,18.1,0.414560770156,0.0906095551895
160,1400000US36005028800,66025.0,7.7,1.1,9.8,6.0,19.4,0.7,0.88338658147,4.4,19.4,0.0212992545261,0.0226385636222
161,1400000US36005028900,43289.0,5.7,5.7,3.8,2.1,4.5,1.2,0.413754227734,6.6,4.5,0.408342728298,0.103469640644
162,1400000US36005029500,74000.0,5.3,3.9,12.3,8.3,23.8,1.2,0.682865039152,6.0,23.8,0.125978811608,0.0166147455867
163,1400000US36005029600,29068.0,22.4,4.1,2.6,2.6,3.7,1.7,0.490603758497,4.8,3.7,0.0455817672931,0.0525378450579
164,1400000US36005029700,82991.0,1.6,1.1,17.0,6.8,22.2,2.9,0.791336353341,0.0,22.2,0.0733295583239,0.0
165,1400000US36005030000,49539.0,11.7,6.7,3.2,1.5,22.0,9.7,0.669928245271,7.6,22.0,0.154435746902,0.0648218347233
166,1400000US36005030100,64259.0,13.5,11.6,21.6,12.0,14.4,4.6,0.836985100789,18.2,14.4,0.0333041191937,0.180811808118
167,1400000US36005030200,52962.0,3.2,1.8,5.7,4.3,10.4,6.1,0.166542036107,2.0,10.4,0.190791582096,0.0446735395189
168,1400000US36005031000,90338.0,2.1,0.0,10.8,6.2,26.4,0.4,0.620338331411,0.0,26.4,0.122068435217,0.0315142198309
169,1400000US36005031200,94500.0,20.1,9.3,6.3,6.3,40.3,3.2,0.46371398079,7.3,40.3,0.233191035219,0.101851851852
170,1400000US36005031400,79010.0,2.7,2.7,18.2,12.8,19.5,3.2,0.523709609736,0.0,19.5,0.253881661771,0.0197461212976
171,1400000US36005031600,69592.0,6.2,4.6,14.2,13.1,9.8,0.0,0.450614667232,0.0,9.8,0.233997456549,0.0331491712707
172,1400000US36005031800,78400.0,1.0,1.0,13.7,13.7,12.4,7.6,0.563741721854,0.0,12.4,0.203642384106,0.0636942675159
173,1400000US36005031900,57178.1090089,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
174,1400000US36005032300,72762.0,5.8,3.0,11.0,3.1,17.7,1.1,0.751001821494,4.4,17.7,0.101821493625,0.0131324835844
175,1400000US36005032400,26193.0,19.6,14.4,2.9,2.9,3.2,19.3,0.302216252518,15.9,3.2,0.319006044325,0.181890389198
176,1400000US36005032800,36473.0,19.6,13.1,0.6,0.0,8.6,10.2,0.487634157723,15.3,8.6,0.198320111993,0.290558510638
177,1400000US36005033000,31550.0,24.3,10.7,1.1,0.5,7.8,5.6,0.496221161496,11.6,7.8,0.225735879077,0.201435406699
178,1400000US36005033400,56974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,1400000US36005033600,28444.0,23.5,13.3,0.4,0.0,3.8,12.6,0.157142857143,13.8,3.8,0.375862068966,0.347132548424
180,1400000US36005033800,41175.0,17.4,7.2,0.6,0.6,11.2,5.2,0.0872249060655,9.1,11.2,0.383789586688,0.202264150943
181,1400000US36005034000,39474.0,8.6,7.9,0.0,0.0,7.1,5.9,0.173823710705,9.0,7.1,0.353400452024,0.154420206659
182,1400000US36005034200,65714.0,10.2,1.4,14.3,7.1,14.3,3.0,0.136341581756,4.2,14.3,0.441048034934,0.076802507837
183,1400000US36005034300,55096.0,10.1,7.5,10.4,8.6,7.2,1.1,0.580578512397,12.7,7.2,0.131198347107,0.0325203252033
184,1400000US36005034400,49107.0,2.0,2.0,10.9,2.1,15.2,8.6,0.201330108827,6.5,15.2,0.212212817412,0.0982142857143
185,1400000US36005034500,71449.0,8.4,2.3,9.4,6.2,14.2,3.2,0.615361803084,3.8,14.2,0.123665480427,0.0161408657373
186,1400000US36005035000,67962.0,3.4,0.0,9.6,4.1,9.6,0.0,0.119855269109,0.0,9.6,0.106286748078,0.0948148148148
