,Median_income,"Income_Less_than_$10,000","Occupied housing units; Estimate; Occupied housing units - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - $100,000 to $149,999","Income_$10,000_14,999","Occupied housing units; Estimate; Occupied housing units - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - $5,000 to $9,999","Income_$100,000_149,999",Some_other_race_alone_percent,"Occupied housing units; Estimate; Occupied housing units - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - $75,000 to $99,999","Occupied housing units; Estimate; Occupied housing units - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - $150,000 or more"
0,55797.0,2.5,16.7,4.5,2.5,16.7,0.567770730561,12.2,3.1
1,70486.0,3.8,18.7,5.0,2.3,18.7,0.580756756757,17.5,11.5
2,30438.0,15.4,3.7,9.6,7.5,3.7,0.443190512624,8.3,0.8
3,22827.0,28.5,5.5,10.1,18.1,5.5,0.439612963395,4.4,2.9
4,12873.0,37.2,2.3,21.7,25.4,2.3,0.2482190561,5.7,0.0
5,15202.0,38.3,1.2,11.0,21.0,1.2,0.443251249769,4.0,0.5
6,20294.0,36.1,3.5,8.3,12.9,3.5,0.303655446978,3.9,1.9
7,20475.0,31.0,1.1,7.1,23.7,1.1,0.451973194341,5.6,0.9
8,45809.0,9.4,10.8,6.4,8.0,10.8,0.107130554599,9.9,2.4
9,33424.0,17.3,5.2,18.4,12.5,5.2,0.402017291066,0.0,0.0
10,11053.0,46.2,0.7,9.1,22.0,0.7,0.370241116751,5.0,0.0
11,18066.0,28.3,2.3,11.5,13.0,2.3,0.384869408586,0.6,0.0
12,14000.0,39.4,0.0,17.6,13.4,0.0,0.562801932367,0.0,0.0
13,46532.0,13.4,10.8,1.7,7.1,10.8,0.387692307692,13.7,5.0
14,22780.0,29.6,6.4,9.0,19.8,6.4,0.348169607585,9.4,1.2
15,43976.0,8.7,4.7,4.7,8.7,4.7,0.230512991339,13.8,0.0
16,16193.0,37.4,1.8,11.4,24.6,1.8,0.343775627358,4.1,1.3
17,25114.0,27.6,2.3,10.9,22.3,2.3,0.465580098649,5.3,0.5
18,19813.0,33.1,1.3,10.8,23.1,1.3,0.328668171558,3.4,3.3
19,32625.0,27.0,4.3,1.6,18.6,4.3,0.544611819235,6.8,3.2
20,26678.0,21.9,4.9,7.6,19.3,4.9,0.518397997497,2.1,0.3
21,28295.0,17.2,2.6,18.1,12.8,2.6,0.410256410256,4.8,0.0
22,30185.0,20.6,3.4,9.5,13.9,3.4,0.559411482488,9.8,2.4
23,28984.0,24.0,8.0,4.9,19.0,8.0,0.357697578803,11.0,2.8
24,34510.0,21.3,4.8,7.4,13.7,4.8,0.290452711788,11.6,3.5
25,25962.0,16.8,0.0,7.1,12.3,0.0,0.866071428571,3.1,0.0
26,32599.0,12.1,3.7,11.4,7.2,3.7,0.152196382429,11.1,0.4
27,16922.0,31.2,2.4,15.4,17.5,2.4,0.342437958483,9.1,0.0
28,41013.0,16.4,3.7,8.8,8.7,3.7,0.350407144733,7.9,2.9
29,20025.0,19.4,3.9,12.3,13.7,3.9,0.462317922736,2.2,0.8
30,15620.0,31.9,0.9,15.1,22.1,0.9,0.460910944935,0.0,0.0
31,52964.0,13.8,11.8,10.3,12.8,11.8,0.377861398558,15.9,4.4
32,18194.0,31.3,4.5,14.0,21.4,4.5,0.26944078328,3.5,0.0
33,41042.0,5.6,10.8,11.6,4.2,10.8,0.431015079901,13.1,0.0
34,28125.0,17.6,11.2,20.6,9.5,11.2,0.214377959535,6.3,6.2
35,36308.0,14.1,3.7,8.0,8.1,3.7,0.313371616079,7.2,3.7
36,24696.0,20.1,0.6,16.7,15.7,0.6,0.369870713884,6.9,0.7
37,47813.0,12.4,5.4,2.8,4.5,5.4,0.416274564074,14.9,7.5
38,26483.0,25.9,7.6,8.1,18.7,7.6,0.465395480226,10.0,0.7
39,53254.0,5.8,13.7,5.3,1.8,13.7,0.508544795443,5.6,4.6
40,38953.0,14.5,8.9,10.8,9.0,8.9,0.56814159292,9.0,4.6
41,16512.0,35.5,0.5,13.3,23.3,0.5,0.399476197812,7.9,1.1
42,22585.0,25.4,2.1,12.7,12.0,2.1,0.435269523667,4.7,0.6
43,80000.0,2.4,33.2,7.9,0.0,33.2,0.288203266788,15.5,4.0
44,25115.0,25.0,3.6,11.9,19.7,3.6,0.456948640483,6.7,2.0
45,24250.0,22.4,1.9,12.3,13.4,1.9,0.420033468802,10.4,0.0
46,23496.0,28.7,6.0,9.2,20.1,6.0,0.627099452727,3.7,0.8
47,22558.0,41.0,1.1,5.8,31.2,1.1,0.611047180667,5.6,1.9
48,41827.0,11.0,9.7,11.6,6.6,9.7,0.548863636364,6.8,2.7
49,52888.0,6.5,18.0,3.8,3.8,18.0,0.363871444403,11.9,8.8
50,9806.0,53.0,6.6,0.0,42.1,6.6,0.403225806452,0.0,0.0
51,22660.0,17.9,2.5,15.7,14.2,2.5,0.298916648242,2.0,1.3
52,71846.0,3.7,16.6,3.1,3.7,16.6,0.109161041466,9.6,22.9
53,17563.0,29.4,2.7,11.9,17.8,2.7,0.514209928003,1.3,0.0
54,37516.0,15.0,4.8,6.7,11.9,4.8,0.48528356066,10.2,3.4
55,16250.0,37.7,1.4,12.3,27.9,1.4,0.688685015291,0.0,0.0
56,14048.0,32.7,3.4,19.3,23.4,3.4,0.496045555204,2.0,2.2
57,30781.0,21.3,8.9,9.9,14.9,8.9,0.551663128096,15.9,0.7
58,15720.0,35.1,7.2,12.8,26.7,7.2,0.459280694502,5.4,0.0
59,18789.0,30.9,2.0,10.2,21.7,2.0,0.440966501922,7.0,0.8
60,76638.0,6.7,22.2,0.0,6.7,22.2,0.136138613861,28.2,3.8
61,21394.0,26.2,1.9,12.8,14.2,1.9,0.43209039548,8.3,2.7
62,69527.0,2.3,18.8,5.1,1.7,18.8,0.365624518712,14.9,12.5
63,20496.0,25.6,4.2,9.6,21.2,4.2,0.422785592827,3.5,0.8
64,18000.0,31.0,3.5,16.4,19.5,3.5,0.338665026146,6.3,0.0
65,63913.0,3.1,14.2,1.6,3.1,14.2,0.1329394387,9.9,16.3
66,15317.0,35.9,3.2,13.0,23.2,3.2,0.293647058824,0.0,0.0
67,11750.0,45.8,0.0,7.5,8.7,0.0,0.403416557162,0.0,5.9
68,25417.0,21.9,10.9,9.1,13.7,10.9,0.384247258225,4.5,2.6
69,18151.0,26.2,4.8,15.9,15.6,4.8,0.424526567384,2.9,0.9
70,21667.0,30.9,0.5,12.7,18.8,0.5,0.448155130622,5.5,1.8
71,27000.0,18.9,3.3,11.6,14.1,3.3,0.411138566812,13.3,0.0
72,19809.0,29.9,6.4,9.8,19.6,6.4,0.397109981268,4.3,0.9
73,17878.0,29.2,0.5,5.6,20.1,0.5,0.61810466761,0.0,0.0
74,27778.0,21.1,4.7,8.3,12.0,4.7,0.478021978022,2.2,1.0
75,36488.0,8.2,13.9,4.4,8.2,13.9,0.16920842411,2.5,3.5
76,73015.0,3.5,21.4,3.1,1.4,21.4,0.1531201849,16.0,9.2
77,18374.0,31.8,0.4,6.1,21.5,0.4,0.557410331604,1.7,0.5
78,65331.0,5.5,6.8,0.0,5.5,6.8,0.0261984392419,15.1,20.9
79,69432.0,0.0,10.5,0.0,0.0,10.5,0.100833333333,16.7,17.2
80,13164.0,43.5,3.4,12.2,34.5,3.4,0.19395465995,0.0,0.0
81,87230.0,2.0,27.7,0.0,2.0,27.7,0.186064030132,29.6,11.2
82,34464.0,20.6,2.8,0.0,12.7,2.8,0.292239955971,9.9,0.0
83,15625.0,43.4,6.1,4.8,25.4,6.1,0.373312564901,0.0,2.3
84,14862.0,31.6,0.6,18.9,25.2,0.6,0.326941747573,3.5,3.9
85,15280.0,35.5,3.4,13.8,26.2,3.4,0.478468163642,1.8,0.0
86,57024.0,7.8,17.4,5.0,5.1,17.4,0.20464801444,12.1,5.4
87,29815.0,22.6,3.1,9.5,12.9,3.1,0.462358845671,7.2,0.0
88,19182.0,26.1,1.0,15.1,17.8,1.0,0.480718756309,5.1,0.0
89,38815.0,9.5,10.9,15.2,9.5,10.9,0.275,10.9,2.2
90,30744.0,18.8,1.0,5.8,8.3,1.0,0.459238275102,5.8,0.0
91,24965.0,17.0,5.4,9.0,11.7,5.4,0.503199810382,4.6,0.0
92,30849.0,14.9,6.7,13.2,9.5,6.7,0.606440071556,8.5,0.9
93,27500.0,20.1,3.9,12.9,12.3,3.9,0.48473874806,5.5,0.9
94,40000.0,6.5,11.6,8.0,3.4,11.6,0.323091694671,4.0,2.7
95,35524.0,15.4,11.3,11.2,4.4,11.3,0.458102380176,6.2,0.3
96,41550.0,18.5,9.6,11.0,12.3,9.6,0.363950276243,12.5,4.6
97,19425.0,30.0,1.0,8.7,22.6,1.0,0.449490474081,4.0,0.0
98,49731.0,9.3,6.7,6.8,3.9,6.7,0.26487845767,9.8,1.7
99,19886.0,22.0,10.3,12.2,13.9,10.3,0.650128865979,7.7,1.1
100,28951.0,23.8,1.1,7.0,15.4,1.1,0.434461391802,8.2,3.1
101,25000.0,23.6,5.2,9.3,12.6,5.2,0.555387865982,3.7,2.4
102,23361.0,25.8,0.0,7.4,20.5,0.0,0.609123146357,6.1,0.5
103,26754.0,23.3,5.3,6.3,10.0,5.3,0.532853954872,5.8,1.0
104,44036.0,11.6,10.7,4.0,6.2,10.7,0.234122712594,12.7,1.1
105,40505.0,10.6,7.9,8.6,4.7,7.9,0.511858017905,14.1,0.7
106,32316.0,17.3,0.0,7.3,8.4,0.0,0.594499707431,3.7,0.0
107,14300.0,33.8,0.0,18.8,19.2,0.0,0.347864768683,2.0,1.6
108,24794.0,24.8,5.4,12.0,17.7,5.4,0.627424114671,4.4,0.5
109,34160.0,10.2,2.3,7.4,9.1,2.3,0.391691394659,4.1,0.0
110,29318.0,20.0,2.6,10.8,16.5,2.6,0.494659631965,6.9,3.4
111,30000.0,17.7,2.8,7.6,8.6,2.8,0.511124473842,6.3,1.6
112,53103.0,4.1,0.0,7.8,2.3,0.0,0.179856115108,4.3,0.0
113,38000.0,32.2,5.0,2.8,12.1,5.0,0.501661129568,11.8,0.0
114,42908.0,10.7,8.8,11.9,9.4,8.8,0.337215457914,12.2,0.0
115,29441.0,14.0,7.6,8.2,6.5,7.6,0.580736543909,7.6,0.4
116,22791.0,21.9,0.0,17.0,10.4,0.0,0.557660895132,8.5,1.6
117,44545.0,9.2,2.6,7.0,7.4,2.6,0.452986217458,8.0,0.8
118,28563.0,8.4,0.0,18.4,2.0,0.0,0.152340425532,17.1,0.0
119,47587.0,9.1,7.5,4.1,6.4,7.5,0.38971106413,18.1,0.8
120,28309.0,17.0,5.6,13.2,13.3,5.6,0.518688661516,7.5,0.4
121,31902.0,22.6,6.1,8.8,17.4,6.1,0.564234016888,3.6,1.5
122,26653.0,24.3,2.0,9.1,20.9,2.0,0.525174825175,3.1,1.4
123,20095.0,22.3,1.8,16.2,17.7,1.8,0.653501554215,8.6,0.9
124,40486.0,9.3,0.0,3.9,6.4,0.0,0.363258026159,14.0,7.2
125,22917.0,29.2,0.0,3.0,19.1,0.0,0.521166509878,3.6,0.0
126,19462.0,30.2,1.2,7.5,21.0,1.2,0.548156009552,3.4,0.0
127,37432.0,12.6,9.5,8.2,8.5,9.5,0.528623001547,13.4,3.7
128,26658.0,21.4,0.3,10.4,9.4,0.3,0.533855526545,8.0,1.1
129,25976.0,23.6,2.9,10.2,17.8,2.9,0.498263888889,4.8,1.4
130,66726.0,10.4,15.1,0.0,8.2,15.1,0.286401399213,26.6,2.3
131,62375.0,3.8,14.0,1.4,2.9,14.0,0.248799650808,18.8,8.9
132,52440.0,8.3,1.5,3.1,6.4,1.5,0.431034482759,14.9,6.7
133,54401.0,6.9,17.7,3.5,3.7,17.7,0.169054441261,11.7,5.6
134,57178.1090089,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
135,55638.0,5.8,13.8,16.4,0.0,13.8,0.220921155347,10.7,2.7
136,26444.0,12.7,6.3,15.5,7.9,6.3,0.42009194159,3.3,1.7
137,45645.0,4.6,5.1,15.3,0.0,5.1,0.145997511406,5.6,7.4
138,20521.0,22.8,2.3,8.5,14.4,2.3,0.594611828471,0.7,0.0
139,62455.0,5.5,21.7,2.8,5.5,21.7,0.0649746192893,17.8,5.1
140,24526.0,25.5,8.2,10.2,12.9,8.2,0.658615136876,5.6,1.1
141,50833.0,0.0,19.1,5.1,0.0,19.1,0.154861944778,14.8,2.2
142,40750.0,5.3,7.6,8.8,1.9,7.6,0.46511627907,10.1,3.7
143,56389.0,3.6,15.8,1.2,3.6,15.8,0.142161635833,14.5,3.8
144,31497.0,14.3,6.3,13.7,4.8,6.3,0.413061036114,5.5,1.8
145,58032.0,13.3,9.9,2.0,4.7,9.9,0.123466498899,19.0,3.8
146,28974.0,15.2,1.4,13.0,9.7,1.4,0.538483507068,7.3,3.3
147,51994.0,8.9,15.1,5.9,4.3,15.1,0.349065277352,7.2,6.1
148,39812.0,8.9,8.3,9.7,4.9,8.3,0.112906443248,12.0,2.4
149,33494.0,12.5,7.5,9.4,10.7,7.5,0.584977033234,8.5,2.4
150,38763.0,16.5,7.0,6.5,8.5,7.0,0.570180155956,6.4,1.8
151,57178.1090089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,35633.0,20.4,4.9,6.7,16.4,4.9,0.597608881298,13.2,4.9
153,48059.0,4.0,12.1,4.9,1.7,12.1,0.335013523482,9.8,4.9
154,50000.0,6.5,13.3,5.9,4.1,13.3,0.214303268616,9.7,5.1
155,42813.0,5.6,2.3,13.5,3.9,2.3,0.577464788732,16.6,1.1
156,57178.1090089,0.0,0.0,0.0,0.0,0.0,0.268599033816,100.0,0.0
157,53420.0,7.9,15.0,6.2,4.6,15.0,0.201122268163,10.6,3.9
158,76393.0,16.7,23.8,5.2,11.5,23.8,0.094476744186,20.7,9.6
159,60571.0,3.5,18.1,5.6,2.0,18.1,0.414560770156,19.1,2.3
160,66025.0,7.7,19.4,0.7,1.1,19.4,0.0212992545261,11.7,9.8
161,43289.0,5.7,4.5,1.2,5.7,4.5,0.408342728298,6.6,3.8
162,74000.0,5.3,23.8,1.2,3.9,23.8,0.125978811608,13.7,12.3
163,29068.0,22.4,3.7,1.7,4.1,3.7,0.0455817672931,7.9,2.6
164,82991.0,1.6,22.2,2.9,1.1,22.2,0.0733295583239,17.8,17.0
165,49539.0,11.7,22.0,9.7,6.7,22.0,0.154435746902,12.5,3.2
166,64259.0,13.5,14.4,4.6,11.6,14.4,0.0333041191937,11.8,21.6
167,52962.0,3.2,10.4,6.1,1.8,10.4,0.190791582096,16.3,5.7
168,90338.0,2.1,26.4,0.4,0.0,26.4,0.122068435217,21.2,10.8
169,94500.0,20.1,40.3,3.2,9.3,40.3,0.233191035219,12.3,6.3
170,79010.0,2.7,19.5,3.2,2.7,19.5,0.253881661771,14.4,18.2
171,69592.0,6.2,9.8,0.0,4.6,9.8,0.233997456549,23.1,14.2
172,78400.0,1.0,12.4,7.6,1.0,12.4,0.203642384106,26.8,13.7
173,57178.1090089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,72762.0,5.8,17.7,1.1,3.0,17.7,0.101821493625,19.2,11.0
175,26193.0,19.6,3.2,19.3,14.4,3.2,0.319006044325,6.0,2.9
176,36473.0,19.6,8.6,10.2,13.1,8.6,0.198320111993,12.1,0.6
177,31550.0,24.3,7.8,5.6,10.7,7.8,0.225735879077,7.5,1.1
178,56974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,28444.0,23.5,3.8,12.6,13.3,3.8,0.375862068966,3.5,0.4
180,41175.0,17.4,11.2,5.2,7.2,11.2,0.383789586688,11.3,0.6
181,39474.0,8.6,7.1,5.9,7.9,7.1,0.353400452024,12.3,0.0
182,65714.0,10.2,14.3,3.0,1.4,14.3,0.441048034934,10.3,14.3
183,55096.0,10.1,7.2,1.1,7.5,7.2,0.131198347107,21.3,10.4
184,49107.0,2.0,15.2,8.6,2.0,15.2,0.212212817412,2.0,10.9
185,71449.0,8.4,14.2,3.2,2.3,14.2,0.123665480427,24.4,9.4
186,67962.0,3.4,9.6,0.0,0.0,9.6,0.106286748078,19.4,9.6
187,62703.0,13.4,18.2,0.0,7.1,18.2,0.0925572519084,8.4,9.1
188,80440.0,7.3,15.2,3.3,3.4,15.2,0.162062615101,23.6,16.0
189,65823.0,1.1,17.7,0.6,1.1,17.7,0.0977490361895,15.4,10.7
190,22955.0,36.3,6.1,6.1,30.4,6.1,0.565526145901,12.7,0.0
191,15404.0,30.6,1.4,18.1,18.9,1.4,0.471786248132,4.2,0.0
192,19368.0,26.8,2.7,14.2,21.7,2.7,0.511951325511,5.1,2.0
193,62159.0,8.6,10.8,0.0,5.3,10.8,0.0265286315108,24.6,6.3
194,32309.0,14.0,4.4,13.1,4.3,4.4,0.39563501277,3.7,0.0
195,29750.0,20.1,4.3,8.4,16.7,4.3,0.52030217186,4.1,9.6
196,16016.0,27.2,1.9,21.6,9.9,1.9,0.4011476265,3.5,0.0
197,59688.0,8.2,16.8,3.6,8.2,16.8,0.0489335006274,7.5,3.5
198,17561.0,30.0,5.3,17.9,20.8,5.3,0.516468435499,5.1,4.1
199,32773.0,26.2,1.6,3.2,21.6,1.6,0.37160658656,6.9,0.0
200,67344.0,6.1,10.7,8.1,1.9,10.7,0.152182952183,22.5,14.7
201,21964.0,28.7,3.8,14.0,21.2,3.8,0.542857142857,6.5,0.6
202,45000.0,15.3,6.4,6.9,10.9,6.4,0.122757318225,14.0,6.4
203,25477.0,22.5,0.6,7.8,11.7,0.6,0.546213355049,5.8,1.9
204,28715.0,27.5,3.9,5.5,18.8,3.9,0.270943631268,4.7,0.4
205,49697.0,12.5,9.7,1.4,10.9,9.7,0.153957879448,7.0,5.5
206,41722.0,4.8,5.5,7.2,3.2,5.5,0.231930960086,6.5,0.0
207,20385.0,25.9,3.2,16.1,18.0,3.2,0.39881045547,4.1,1.9
208,36495.0,16.5,7.7,8.1,6.8,7.7,0.116975386958,7.5,2.3
209,25942.0,19.0,5.3,10.3,10.7,5.3,0.61036036036,6.9,0.0
210,50853.0,9.9,13.5,6.3,9.9,13.5,0.0813953488372,10.1,1.4
211,21979.0,30.2,4.3,8.3,18.0,4.3,0.589633754551,5.1,0.0
212,42162.0,9.3,9.5,5.9,4.7,9.5,0.143650593285,15.1,2.3
213,25929.0,18.8,8.0,8.7,5.7,8.0,0.524202420242,5.2,0.0
214,40776.0,4.0,7.6,6.7,4.0,7.6,0.0461373390558,10.0,3.3
215,24537.0,22.2,4.5,13.6,14.1,4.5,0.432386961094,9.3,0.0
216,31923.0,12.9,6.4,12.1,4.5,6.4,0.0799716914367,15.8,1.1
217,22217.0,19.0,5.0,16.2,7.0,5.0,0.51820258949,1.1,0.0
218,51667.0,15.1,15.3,3.2,6.5,15.3,0.165091717621,23.0,0.0
219,18859.0,27.0,1.6,12.6,18.3,1.6,0.486440882247,4.3,0.0
220,39842.0,12.7,8.8,5.1,6.6,8.8,0.206896551724,7.1,1.5
221,46875.0,12.4,12.3,4.2,9.3,12.3,0.0647101274958,5.8,8.1
222,14785.0,33.4,4.3,17.7,27.3,4.3,0.153423150949,0.0,0.0
223,58380.0,4.5,21.0,5.8,1.9,21.0,0.0,7.0,1.1
224,21451.0,18.3,1.1,15.1,9.4,1.1,0.628281992971,2.2,0.0
225,22779.0,24.7,4.5,8.1,17.1,4.5,0.570035115099,5.1,1.8
226,30337.0,9.4,3.2,18.9,6.0,3.2,0.494947493561,5.0,1.6
227,18523.0,22.4,1.4,15.3,9.5,1.4,0.545213471228,3.9,1.9
228,49861.0,8.7,15.7,3.0,4.4,15.7,0.0628970775095,8.9,5.6
229,31826.0,8.8,6.3,4.3,5.4,6.3,0.0547905909352,16.3,3.7
230,28232.0,17.0,3.3,8.6,7.1,3.3,0.682479919679,6.2,1.9
231,35179.0,12.3,4.9,8.2,7.4,4.9,0.613047649504,11.5,0.0
232,32907.0,21.5,5.5,5.4,11.2,5.5,0.181632653061,7.3,1.9
233,42865.0,5.1,9.7,6.5,2.0,9.7,0.106239460371,13.2,3.7
234,42500.0,17.9,15.3,3.9,7.0,15.3,0.408093797277,6.7,1.0
235,39711.0,16.3,9.9,2.3,11.3,9.9,0.561436672968,10.3,1.6
236,49789.0,11.1,10.5,1.3,4.2,10.5,0.187109375,17.0,6.0
237,33511.0,14.5,4.1,4.8,8.1,4.1,0.485452881976,7.0,1.3
238,36821.0,12.6,7.6,3.0,4.3,7.6,0.268800813008,5.8,6.7
239,35424.0,10.3,7.3,7.2,6.6,7.3,0.414956467662,7.7,1.1
240,47833.0,5.5,14.5,7.5,2.3,14.5,0.235294117647,11.2,2.9
241,35144.0,23.4,2.7,6.2,16.8,2.7,0.474187725632,11.6,0.8
242,48547.0,5.9,7.2,6.0,2.6,7.2,0.165548780488,14.7,3.5
243,36781.0,7.8,5.9,8.9,5.1,5.9,0.343716719915,7.8,4.1
244,47195.0,7.2,10.7,1.7,3.5,10.7,0.160975609756,18.9,3.0
245,28967.0,16.4,2.5,13.2,7.4,2.5,0.450549450549,8.4,1.2
246,62054.0,8.5,13.3,1.3,4.5,13.3,0.0454372864194,20.2,8.9
247,69832.0,0.0,19.7,2.6,0.0,19.7,0.00737207285343,19.7,6.7
248,27237.0,19.1,0.0,13.1,8.5,0.0,0.438032786885,3.6,1.7
249,31696.0,14.6,3.7,7.5,5.6,3.7,0.505143475907,6.5,0.9
250,53382.0,4.8,10.9,5.7,3.0,10.9,0.143259305599,12.6,4.0
251,32285.0,17.8,2.5,10.7,12.6,2.5,0.376514920053,12.6,0.0
252,7368.0,52.8,0.0,0.0,52.8,0.0,0.0,0.0,0.0
253,55063.0,3.6,8.7,2.5,3.6,8.7,0.0559338521401,17.1,3.6
254,42000.0,5.5,11.8,1.5,4.6,11.8,0.117407809111,12.4,4.2
255,64583.0,3.8,9.0,4.1,3.8,9.0,0.0426914153132,21.6,8.2
256,61848.0,3.0,17.6,3.9,3.0,17.6,0.0048231511254,19.0,10.2
257,65069.0,2.9,21.4,11.4,2.9,21.4,0.0334498252621,15.5,7.9
258,47500.0,3.8,7.6,2.3,3.8,7.6,0.146282973621,15.9,3.8
259,54688.0,3.0,8.6,5.2,3.0,8.6,0.0149551345962,19.9,6.9
260,26199.0,30.5,2.0,5.7,20.0,2.0,0.253767560664,1.4,0.0
261,30213.0,14.7,6.3,9.9,2.7,6.3,0.145971563981,4.9,5.1
262,44967.0,7.6,10.2,8.3,4.8,10.2,0.0883411004824,11.3,2.0
263,47450.0,16.1,13.6,4.0,9.4,13.6,0.220843030773,11.8,3.2
264,54715.0,2.1,24.0,9.2,2.1,24.0,0.0776034236805,15.1,1.3
265,72303.0,3.9,25.7,6.7,3.0,25.7,0.0532054077628,16.5,7.7
266,83017.0,5.9,15.6,0.8,2.2,15.6,0.0543800253915,18.4,24.7
267,32841.0,16.3,2.2,10.1,4.7,2.2,0.21029082774,16.3,6.9
268,122520.0,5.7,13.9,0.4,3.6,13.9,0.0248890603897,10.2,45.8
269,114485.0,2.0,16.9,0.6,1.7,16.9,0.00614099729796,10.6,41.2
270,110333.0,7.1,10.5,2.6,1.1,10.5,0.0217654171705,8.0,42.6
271,73750.0,21.3,0.0,0.0,21.3,0.0,0.0649350649351,21.3,0.0
272,82206.0,6.7,16.7,1.3,2.5,16.7,0.0754803293687,10.0,26.6
273,30536.0,2.6,3.9,5.6,0.0,3.9,0.412492269635,0.0,4.6
274,148611.0,0.9,14.2,1.6,0.0,14.2,0.0288994457641,19.7,49.0
275,38021.0,8.8,4.0,7.4,6.1,4.0,0.185245901639,7.5,2.0
276,20995.0,26.7,0.6,11.2,14.7,0.6,0.170680870774,2.2,0.6
277,9581.0,54.9,1.1,8.9,36.5,1.1,0.130756302521,4.0,0.0
278,59554.0,6.1,21.1,4.3,3.0,21.1,0.0396196513471,7.6,11.4
279,65446.0,5.2,8.8,5.6,3.5,8.8,0.0766750268721,12.1,10.5
280,67250.0,9.0,14.2,8.6,4.3,14.2,0.0729319627998,15.2,17.5
281,62083.0,3.1,13.5,6.0,1.4,13.5,0.0556569343066,12.7,14.8
282,51440.0,5.6,19.3,9.5,3.1,19.3,0.0588685015291,3.9,11.7
283,56167.0,4.2,11.4,9.3,2.9,11.4,0.0580182529335,10.5,15.9
284,57609.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,14.6
285,86908.0,4.9,15.6,1.2,0.0,15.6,0.0119722747322,18.1,23.0
286,53482.0,19.4,17.1,6.5,9.6,17.1,0.121108949416,8.3,15.4
287,108500.0,5.1,20.4,1.6,3.4,20.4,0.0996649916248,3.6,32.3
288,99028.0,0.6,17.7,4.4,0.6,17.7,0.103623649078,7.0,32.0
289,105952.0,2.5,23.1,1.1,1.6,23.1,0.0156644770086,15.3,30.9
290,83500.0,1.5,11.0,0.0,0.0,11.0,0.0,6.8,35.7
291,77361.0,5.1,15.3,1.6,0.0,15.3,0.0758097863542,5.5,30.8
292,79962.0,4.2,18.1,0.0,0.6,18.1,0.0407795019848,17.0,20.0
293,73333.0,4.2,14.1,1.7,1.9,14.1,0.0103916866507,16.8,14.5
294,79531.0,3.9,20.3,3.7,2.4,20.3,0.119861317484,24.2,12.9
295,26971.0,14.8,6.3,16.2,14.8,6.3,0.0,10.0,12.5
296,66136.0,3.0,21.4,4.8,0.7,21.4,0.00444444444444,14.9,10.3
297,57396.0,7.7,11.4,6.3,5.2,11.4,0.0211009174312,16.3,13.7
298,58333.0,7.6,15.9,2.3,2.3,15.9,0.0,14.6,6.6
299,45795.0,13.2,7.4,7.0,1.9,7.4,0.0172201722017,12.3,15.6
300,47083.0,16.8,12.1,2.6,8.7,12.1,0.114916501557,12.2,11.5
301,53620.0,2.8,11.7,18.6,2.8,11.7,0.244062244062,15.1,3.0
302,49524.0,5.3,17.0,3.3,4.4,17.0,0.137662337662,8.7,9.3
303,52326.0,10.6,11.7,3.7,6.9,11.7,0.0122383252818,15.3,10.8
304,78081.0,2.3,12.4,3.1,2.3,12.4,0.0856672158155,25.2,15.2
305,60864.0,6.3,7.4,6.3,2.0,7.4,0.0169948745616,15.6,10.3
306,84972.0,4.5,20.6,3.1,2.3,20.6,0.0807191341038,15.1,22.8
307,48345.0,7.1,7.8,10.2,3.2,7.8,0.0286567164179,8.7,12.1
308,99511.0,4.2,24.6,1.6,2.8,24.6,0.0321318804135,21.6,24.8
309,46292.0,5.2,7.3,6.9,4.6,7.3,0.0829578041786,9.9,6.1
310,84831.0,9.8,19.1,0.0,2.8,19.1,0.0529648819804,14.0,22.5
311,62396.0,9.6,17.7,8.5,4.9,17.7,0.0753803596127,11.4,12.8
312,35905.0,14.2,5.3,9.2,11.6,5.3,0.144226672348,7.2,15.1
313,38044.0,6.1,4.3,10.8,6.1,4.3,0.32997311828,12.4,1.6
314,29777.0,13.7,8.8,12.1,10.6,8.8,0.274466644091,3.2,3.5
315,67569.0,3.4,21.2,4.0,2.8,21.2,0.0803588843378,8.5,18.1
316,38289.0,17.8,11.2,7.1,7.8,11.2,0.411992263056,7.5,4.9
317,108958.0,3.6,18.1,3.7,3.1,18.1,0.0393945274597,11.2,33.2
318,30313.0,14.4,9.3,14.2,10.6,9.3,0.332359919693,7.2,3.6
319,30086.0,17.1,6.4,11.2,7.8,6.4,0.470519692379,7.3,4.5
320,49917.0,12.6,11.0,6.6,5.5,11.0,0.39487596584,9.6,6.6
321,29451.0,23.9,7.9,4.4,15.5,7.9,0.387724550898,5.6,6.5
