,Median_income,"Income_Less_than_$10,000","Occupied housing units; Estimate; Occupied housing units - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - $100,000 to $149,999","Income_$10,000_14,999","Occupied housing units; Estimate; Occupied housing units - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - $5,000 to $9,999","Income_$100,000_149,999",Some_other_race_alone_percent,"Occupied housing units; Estimate; Occupied housing units - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - $75,000 to $99,999","Occupied housing units; Estimate; Occupied housing units - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - $150,000 or more"
1817,64495.0,5.2,13.4,2.9,1.0,13.4,0.0370526315789,13.5,12.1
1818,59556.0,14.9,15.9,3.8,13.6,15.9,0.106864470707,11.7,10.7
1819,56275.0,6.9,9.4,4.8,1.8,9.4,0.129349652028,10.0,9.8
1820,54420.0,12.4,8.1,6.7,0.5,8.1,0.0655066530194,29.4,1.4
1821,22540.0,29.5,10.8,10.7,16.9,10.8,0.05,13.3,8.0
1822,59430.0,4.0,11.9,8.4,2.6,11.9,0.0557894736842,16.0,8.4
1823,51262.0,5.9,12.4,2.9,3.4,12.4,0.0601108033241,13.1,10.6
1824,84872.0,0.0,26.6,3.3,0.0,26.6,0.147329650092,22.3,12.6
1825,50905.0,13.3,22.7,4.9,9.4,22.7,0.0989384288747,10.1,5.1
1826,56104.0,4.9,15.6,6.2,1.5,15.6,0.0577411167513,8.6,16.0
1827,75329.0,5.9,24.2,3.8,3.5,24.2,0.0641352903638,17.6,8.7
1828,44090.0,19.2,11.2,2.8,7.2,11.2,0.0237785016287,14.1,7.4
1829,66776.0,10.0,15.0,7.0,1.5,15.0,0.0125803746156,7.9,14.1
1830,85658.0,4.3,14.6,1.0,2.1,14.6,0.0,21.2,29.3
1831,64932.0,6.8,14.6,1.9,1.0,14.6,0.0154612159329,19.6,11.5
1832,56125.0,4.7,12.3,3.6,0.0,12.3,0.298449612403,17.0,4.7
1833,74442.0,0.6,14.4,0.9,0.0,14.4,0.0538841490795,22.5,12.3
1834,69963.0,3.9,21.2,3.9,3.9,21.2,0.0149346608587,19.7,7.3
1835,83869.0,1.1,18.5,7.0,1.1,18.5,0.00379003221527,22.7,16.8
1836,69722.0,1.1,18.2,8.8,0.0,18.2,0.00584909339052,14.3,14.3
1837,9839.0,51.0,0.0,9.0,22.3,0.0,0.0137174211248,1.3,0.0
1838,53816.0,5.1,12.6,3.0,4.2,12.6,0.210605152786,13.8,8.6
1839,73813.0,4.0,15.8,6.5,0.7,15.8,0.114957716702,16.4,17.2
1840,103021.0,2.6,22.2,1.6,2.0,22.2,0.0390394814378,10.6,28.5
1841,55536.0,8.8,16.1,2.2,7.4,16.1,0.0853214718965,14.0,5.3
1842,82018.0,2.4,27.6,2.3,1.1,27.6,0.019635126778,16.7,14.1
1843,93750.0,3.5,26.8,4.9,1.5,26.8,0.0057128663686,16.2,21.4
1844,90294.0,2.5,23.6,1.2,2.5,23.6,0.0,27.7,13.3
1845,87946.0,4.9,23.5,5.0,1.7,23.5,0.012574662056,12.3,20.4
1846,83015.0,0.7,17.8,3.6,0.0,17.8,0.045767377839,15.8,21.5
1847,78151.0,4.8,22.6,2.4,2.3,22.6,0.0168963983993,14.4,15.0
1848,88295.0,4.0,21.5,2.3,0.9,21.5,0.0167839740119,15.4,21.6
1849,82176.0,2.5,22.4,2.7,1.9,22.4,0.0121690862511,20.1,13.5
1850,54750.0,3.4,15.6,6.1,3.4,15.6,0.0877192982456,15.7,12.9
1851,99883.0,2.3,26.1,2.0,2.3,26.1,0.00198631648643,12.7,23.8
1852,69819.0,1.8,22.3,3.4,1.8,22.3,0.0150058616647,15.3,10.6
1853,85484.0,2.9,20.0,0.0,1.9,20.0,0.00534079348932,13.6,22.8
1854,82554.0,0.6,19.4,2.7,0.0,19.4,0.017094017094,14.8,20.6
1855,90625.0,6.3,25.7,1.4,3.2,25.7,0.0243154667512,20.5,16.2
1856,27314.0,15.1,8.2,7.6,11.0,8.2,0.0,12.1,8.5
1857,98426.0,0.6,24.8,2.4,0.0,24.8,0.00765886979921,14.5,23.1
1858,97250.0,3.2,17.7,2.7,1.9,17.7,0.00439860458062,13.9,31.1
1859,87880.0,5.4,23.7,4.1,3.0,23.7,0.0100316789863,15.9,17.4
1860,79211.0,5.4,22.4,1.9,4.7,22.4,0.0320284697509,17.6,13.4
1861,75417.0,4.0,17.7,6.2,2.1,17.7,0.00235763511063,12.5,20.0
1862,85323.0,1.7,24.7,2.2,1.7,24.7,0.039373017354,17.8,16.4
1863,82381.0,4.3,19.9,4.6,0.0,19.9,0.0133201776024,16.2,21.3
1864,83250.0,6.3,21.7,3.3,5.4,21.7,0.0799236224768,15.4,18.0
1865,44250.0,11.9,9.0,5.5,8.6,9.0,0.196121159294,12.6,9.8
1866,77982.0,1.5,16.0,1.5,0.8,16.0,0.0,17.9,17.2
1867,93029.0,2.3,27.7,2.7,1.8,27.7,0.00654307524537,15.7,19.3
1868,96125.0,4.3,21.8,0.5,4.3,21.8,0.00219338329373,18.4,26.0
1869,60618.0,8.3,16.5,2.5,5.1,16.5,0.163536776213,10.5,8.8
1870,53333.0,4.2,6.4,2.3,3.4,6.4,0.281405369572,9.8,9.5
1871,78153.0,3.9,24.0,3.2,3.3,24.0,0.0105403440756,17.8,10.4
1872,56045.0,13.9,15.1,2.9,2.6,15.1,0.0961078495325,11.1,3.6
1873,55986.0,13.9,17.9,4.6,5.2,17.9,0.123726782504,17.7,0.9
1874,67554.0,7.2,25.9,5.8,2.8,25.9,0.100257069409,12.7,5.1
1875,84643.0,3.0,21.0,1.8,1.2,21.0,0.00150460786158,15.5,17.7
1876,83800.0,3.2,17.7,3.4,0.0,17.7,0.0,21.9,18.7
1877,78971.0,3.4,21.6,0.6,1.5,21.6,0.053144807411,11.8,17.8
1878,82049.0,0.7,11.9,0.6,0.0,11.9,0.0133677298311,21.9,23.5
1879,57042.0,9.7,16.2,2.7,3.6,16.2,0.0251808972504,15.2,7.8
1880,84387.0,1.1,20.2,2.3,0.0,20.2,0.00190516511431,26.0,15.2
1881,86250.0,3.8,17.5,1.9,3.2,17.5,0.0334821428571,13.2,30.0
1882,73551.0,6.3,23.0,5.4,3.7,23.0,0.0569762225213,15.9,7.9
1883,75707.0,3.5,20.9,3.0,0.6,20.9,0.00989282769992,19.4,10.4
1884,77985.0,3.8,16.8,2.0,0.5,16.8,0.0370791305583,16.4,19.1
1885,64889.0,5.8,23.1,3.8,2.7,23.1,0.090856924254,10.8,9.3
1886,72964.0,3.9,21.2,3.5,1.1,21.2,0.0714848055424,16.8,9.7
1887,36940.0,13.5,3.6,7.7,5.8,3.6,0.195508206162,17.7,0.0
1888,47532.0,8.3,14.2,8.1,2.3,14.2,0.163251670379,16.6,4.7
1889,42450.0,9.6,14.3,15.8,0.0,14.3,0.169608595549,19.4,5.5
