,Id,Median_income,"Income_Less_than_$10,000","Occupied housing units; Estimate; Occupied housing units - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - $5,000 to $9,999","Occupied housing units; Estimate; Occupied housing units - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - $150,000 or more","Income_$150,000_199,999","Income_$100,000_149,999","Occupied housing units; Estimate; Occupied housing units - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - $10,000 to $14,999",White_alone_percent,"Renter-occupied housing units; Estimate; Occupied housing units - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - $5,000 to $9,999","Occupied housing units; Estimate; Occupied housing units - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - $100,000 to $149,999",Some_other_race_alone_percent,foodstamp_per_HH
8323,1400000US36005014701,17300.0,26.2,20.0,0.8,0.8,4.4,22.7,0.113746705507,20.1,4.4,0.356914967402,0.663385826772
8324,1400000US36005014702,17509.0,23.3,19.7,0.0,0.0,0.0,20.3,0.0632737276479,19.7,0.0,0.36844173708,0.666881028939
8325,1400000US36005014900,23674.0,21.9,11.0,0.0,0.0,3.0,15.0,0.0812182741117,11.5,3.0,0.440962259987,0.506329113924
8326,1400000US36005015100,29699.0,20.9,13.6,2.4,2.0,9.4,8.8,0.112504415401,13.5,9.4,0.398092546803,0.478794642857
8327,1400000US36005015200,58929.0,6.3,4.4,8.0,4.3,14.5,9.2,0.422635135135,7.3,14.5,0.318581081081,0.190582959641
8328,1400000US36005015300,19803.0,17.6,13.1,0.4,0.4,8.0,20.6,0.127040930441,15.8,8.0,0.331916797137,0.534982332155
8329,1400000US36005015500,23883.0,17.5,13.6,0.0,0.0,2.5,12.8,0.162524525834,13.7,2.5,0.555591890124,0.537735849057
8330,1400000US36005015700,31648.0,14.2,8.5,3.5,2.8,0.7,17.1,0.0717894177081,10.2,0.7,0.485509173092,0.581280788177
8331,1400000US36005015800,55833.0,6.8,6.8,13.7,9.2,7.4,8.8,0.603406326034,5.2,7.4,0.169505271695,0.105855855856
8332,1400000US36005015900,16371.0,29.5,27.2,1.2,1.2,1.7,17.9,0.19620596206,27.8,1.7,0.689430894309,0.620060790274
8333,1400000US36005016000,88438.0,6.9,6.9,18.3,10.0,27.0,5.2,0.829081056672,13.2,27.0,0.111311808535,0.0157927984839
8334,1400000US36005016100,15064.0,38.9,27.0,0.0,0.0,2.0,11.0,0.109443099274,27.6,2.0,0.576271186441,0.599064874342
8335,1400000US36005016200,67813.0,10.5,9.6,9.4,3.3,32.5,8.2,0.641528406234,17.2,32.5,0.179989944696,0.138111888112
8336,1400000US36005016400,67222.0,2.6,2.6,15.0,11.1,18.2,2.4,0.761852260198,6.2,18.2,0.128996692393,0.0868421052632
8337,1400000US36005016500,27625.0,23.7,14.9,0.0,0.0,8.2,10.6,0.045524691358,15.3,8.2,0.348765432099,0.505319148936
8338,1400000US36005016600,63456.0,8.4,3.1,18.9,7.6,16.9,9.4,0.512216404887,10.0,16.9,0.265270506108,0.137128072445
8339,1400000US36005016700,30330.0,13.7,9.8,0.0,0.0,0.8,9.2,0.0859021783806,10.6,0.8,0.273736128237,0.555702917772
8340,1400000US36005016900,31029.0,22.4,11.8,1.7,0.0,3.2,10.3,0.0861148197597,11.6,3.2,0.297730307076,0.465811965812
8341,1400000US36005017300,20952.0,27.2,19.9,1.1,1.1,5.7,13.5,0.212632522025,20.7,5.7,0.413170076154,0.54525483304
8342,1400000US36005017500,18544.0,28.3,24.7,2.0,1.2,1.1,14.6,0.0877367896311,25.4,1.1,0.416464891041,0.630248675092
8343,1400000US36005017701,21295.0,30.9,22.9,4.3,4.3,1.6,7.7,0.0825297151828,23.3,1.6,0.696344471855,0.588188976378
8344,1400000US36005017702,21782.0,21.9,14.6,2.3,2.3,7.4,17.6,0.124083577713,16.0,7.4,0.518328445748,0.557761732852
8345,1400000US36005017901,22233.0,19.8,14.5,1.2,1.2,3.9,11.1,0.0980683506686,16.0,3.9,0.489917215029,0.536319612591
8346,1400000US36005017902,18662.0,26.4,20.5,4.9,4.9,0.7,11.3,0.10917634052,20.5,0.7,0.486180210061,0.50136239782
8347,1400000US36005018101,26713.0,18.8,5.2,0.9,0.9,5.6,10.4,0.123217922607,6.0,5.6,0.308553971487,0.45871559633
8348,1400000US36005018102,38440.0,7.5,4.5,0.6,0.6,7.5,8.5,0.133742749915,4.8,7.5,0.427157966564,0.36131840796
8349,1400000US36005018301,30782.0,17.2,13.4,1.1,0.5,9.9,14.9,0.152322565433,14.8,9.9,0.2843668946,0.387387387387
8350,1400000US36005018302,36181.0,13.1,8.2,2.3,2.3,3.3,9.2,0.143873919675,8.5,3.3,0.485510930351,0.335725677831
8351,1400000US36005018400,71897.0,8.1,0.8,11.4,5.5,20.7,1.2,0.675407331976,0.0,20.7,0.239562118126,0.154005524862
8352,1400000US36005018500,23125.0,25.1,16.3,0.0,0.0,2.7,9.3,0.0696697566628,16.7,2.7,0.438876013905,0.49816700611
8353,1400000US36005018900,21588.0,26.0,19.1,1.2,1.2,3.5,12.7,0.20061985934,18.9,3.5,0.489927285731,0.575475080674
8354,1400000US36005019300,17268.0,31.8,18.9,1.3,0.0,3.4,11.8,0.152801358234,18.9,3.4,0.347858894548,0.612016293279
8355,1400000US36005019400,51642.0,9.7,2.5,10.6,3.7,11.2,8.2,0.351884312007,1.4,11.2,0.39921121823,0.258855585831
8356,1400000US36005019500,29723.0,16.1,8.5,1.2,0.9,6.9,13.1,0.139075464243,8.7,6.9,0.493612537864,0.427373236752
8357,1400000US36005019700,25000.0,18.1,15.1,0.8,0.8,0.3,16.1,0.132834556748,15.1,0.3,0.438452851496,0.554716981132
8358,1400000US36005019900,23665.0,16.8,8.0,1.1,1.1,5.7,7.8,0.12154551408,7.6,5.7,0.472298624754,0.578290468986
8359,1400000US36005020000,42595.0,5.4,3.1,3.9,1.7,10.6,10.6,0.225171232877,3.6,10.6,0.357020547945,0.275409836066
8360,1400000US36005020100,29509.0,10.7,6.9,1.4,0.0,4.3,12.4,0.159366262815,7.1,4.3,0.476234855545,0.522230595328
8361,1400000US36005020200,43750.0,10.7,4.7,3.4,1.0,13.0,9.5,0.182589285714,5.6,13.0,0.426339285714,0.322424242424
8362,1400000US36005020400,51282.0,7.6,5.2,3.2,1.5,16.2,2.8,0.204361370717,4.1,16.2,0.39937694704,0.174650698603
8363,1400000US36005020501,23904.0,18.8,13.7,2.0,2.0,2.2,16.3,0.0866321559074,14.5,2.2,0.46087088916,0.481410502108
8364,1400000US36005020502,22519.0,26.8,17.5,3.3,3.3,2.5,13.8,0.154549831488,21.3,2.5,0.405392392874,0.414779499404
8365,1400000US36005020601,51300.0,13.8,9.2,8.7,4.1,8.8,7.5,0.185279187817,11.3,8.8,0.322335025381,0.296909492274
8366,1400000US36005020900,32025.0,12.4,9.9,0.0,0.0,5.8,12.9,0.107545917238,9.9,5.8,0.570258906838,0.466453674121
8367,1400000US36005021001,49240.0,9.7,6.1,1.6,1.2,10.9,6.9,0.0683967451067,8.3,10.9,0.248955355179,0.196929592377
8368,1400000US36005021002,44474.0,11.3,6.4,3.8,1.9,10.3,3.9,0.0835388916297,7.5,10.3,0.121690511429,0.231801408923
8369,1400000US36005021100,22780.0,18.6,9.4,0.0,0.0,3.8,15.5,0.130221989163,9.1,3.8,0.380702674358,0.487317862925
8370,1400000US36005021200,50839.0,4.3,3.2,4.1,4.1,7.7,5.5,0.105436254595,3.6,7.7,0.190946024376,0.111367837338
8371,1400000US36005021301,20500.0,21.9,20.3,2.8,1.9,1.7,24.1,0.109900090827,21.9,1.7,0.603088101726,0.570754716981
8372,1400000US36005021302,30075.0,8.6,8.0,0.6,0.0,2.4,14.2,0.11536,8.4,2.4,0.39984,0.5562403698
8373,1400000US36005021501,28622.0,18.0,13.3,0.0,0.0,4.6,4.8,0.11582117211,13.4,4.6,0.549223998147,0.497133497133
8374,1400000US36005021502,17664.0,22.7,12.9,0.0,0.0,3.2,15.4,0.0941080196399,12.9,3.2,0.594599018003,0.609790874525
8375,1400000US36005021601,24914.0,17.9,8.2,1.9,1.5,6.3,12.0,0.235516372796,7.0,6.3,0.481360201511,0.412303664921
8376,1400000US36005021602,43996.0,17.5,13.4,3.3,2.8,5.4,5.0,0.174946360786,15.4,5.4,0.136821257633,0.250815660685
8377,1400000US36005021700,20923.0,23.8,13.4,1.2,1.2,2.4,10.4,0.101119183193,13.5,2.4,0.405065776556,0.600879949717
8378,1400000US36005021800,30802.0,15.1,6.9,4.8,3.5,9.2,8.3,0.124272946517,7.5,9.2,0.457795431976,0.372591943958
8379,1400000US36005021900,29271.0,15.5,9.3,0.0,0.0,4.7,13.0,0.182572614108,9.5,4.7,0.610788381743,0.471744471744
8380,1400000US36005022000,23750.0,24.3,9.3,0.0,0.0,7.7,9.3,0.135748792271,9.6,7.7,0.571497584541,0.455752212389
8381,1400000US36005022101,26875.0,11.7,7.2,3.3,3.3,5.7,13.2,0.152173913043,7.2,5.7,0.539686552073,0.540447504303
8382,1400000US36005022102,17978.0,27.1,15.2,0.5,0.5,2.0,17.0,0.234518577707,15.5,2.0,0.460047942469,0.61791831357
8383,1400000US36005022200,35994.0,5.4,5.0,1.3,0.0,8.4,7.1,0.223946037099,5.5,8.4,0.403035413153,0.345270890725
8384,1400000US36005022300,29535.0,14.8,10.6,0.7,0.2,1.9,12.0,0.179133103184,10.6,1.9,0.332566168009,0.497228381375
8385,1400000US36005022401,41101.0,16.2,8.0,1.6,0.0,5.6,4.5,0.273672055427,9.5,5.6,0.445727482679,0.193375111907
8386,1400000US36005022403,29531.0,16.5,5.2,5.7,4.8,4.7,11.3,0.323964944092,5.7,4.7,0.493502568752,0.376245210728
8387,1400000US36005022404,43119.0,12.2,5.5,3.1,1.8,11.7,12.9,0.441154138193,6.6,11.7,0.221209820299,0.280201342282
8388,1400000US36005022500,31309.0,16.4,12.1,1.0,1.0,2.2,4.2,0.130095403296,12.1,2.2,0.497955643662,0.452139391266
8389,1400000US36005022701,29000.0,16.2,13.8,0.0,0.0,6.0,12.3,0.104664771777,14.4,6.0,0.486039123892,0.490523968785
8390,1400000US36005022702,30905.0,20.8,12.4,1.7,1.7,8.1,9.0,0.188852459016,12.5,8.1,0.341639344262,0.334841628959
8391,1400000US36005022703,45465.0,12.7,3.7,4.0,4.0,4.5,7.5,0.185462319615,3.7,4.5,0.394441475147,0.33
8392,1400000US36005022800,44601.0,8.9,2.9,2.7,2.0,6.8,9.2,0.25,3.1,6.8,0.348765432099,0.250304754165
8393,1400000US36005022901,24365.0,11.3,5.9,0.4,0.0,6.3,16.1,0.12037037037,6.0,6.3,0.399305555556,0.492673992674
8394,1400000US36005022902,22953.0,20.8,8.6,0.0,0.0,1.2,12.8,0.155732679338,9.1,1.2,0.494175352544,0.595441595442
8395,1400000US36005023000,52292.0,12.2,8.3,3.1,3.1,13.1,5.5,0.361377245509,10.3,13.1,0.430838323353,0.31845841785
8396,1400000US36005023100,28988.0,20.1,9.2,0.0,0.0,2.1,9.2,0.188205771644,10.0,2.1,0.306148055207,0.547344110855
8397,1400000US36005023200,46929.0,6.2,1.0,4.9,2.7,8.8,10.5,0.328643578644,1.4,8.8,0.544733044733,0.278571428571
8398,1400000US36005023301,28402.0,19.5,10.7,0.9,0.9,1.4,12.3,0.0920511649155,11.1,1.4,0.550936500685,0.501667778519
8399,1400000US36005023302,23000.0,13.3,12.6,2.4,2.4,2.2,13.6,0.192177394518,12.9,2.2,0.516476747767,0.566815144766
8400,1400000US36005023501,30492.0,9.8,7.4,3.6,0.0,0.9,10.6,0.0987478656801,7.5,0.9,0.739897552647,0.318552036199
8401,1400000US36005023502,23795.0,13.7,9.2,0.9,0.9,2.6,13.3,0.161650902837,9.5,2.6,0.536328460877,0.465579710145
8402,1400000US36005023600,36563.0,20.7,14.7,1.7,1.7,12.0,7.6,0.281051677244,17.6,12.0,0.531278331822,0.411856474259
8403,1400000US36005023702,28824.0,27.2,16.2,0.0,0.0,3.3,8.1,0.0550185873606,17.6,3.3,0.728624535316,0.535928143713
8404,1400000US36005023703,29926.0,10.0,8.4,0.6,0.6,6.1,10.3,0.137629599512,8.8,6.1,0.546859117707,0.432644333571
8405,1400000US36005023704,20263.0,20.5,13.8,1.5,0.0,2.6,16.8,0.113992436521,13.9,2.6,0.545921123717,0.455538221529
8406,1400000US36005023800,51917.0,18.1,9.0,3.8,3.0,13.2,5.4,0.246575342466,7.5,13.2,0.513318112633,0.404227212682
8407,1400000US36005023900,21613.0,21.5,11.3,0.5,0.5,6.4,15.7,0.0662513477896,11.9,6.4,0.655325266563,0.622649059624
8408,1400000US36005024000,33234.0,12.4,6.9,0.6,0.6,10.8,6.6,0.171771913289,7.5,10.8,0.574222431668,0.424193548387
8409,1400000US36005024100,20469.0,18.0,12.5,1.4,1.4,0.7,17.6,0.080361314437,12.8,0.7,0.547111041894,0.567032967033
8410,1400000US36005024300,21451.0,25.9,14.3,0.0,0.0,2.3,10.4,0.0965699208443,14.2,2.3,0.531574318382,0.470164609053
8411,1400000US36005024400,62452.0,3.3,2.2,6.9,2.8,21.6,5.1,0.469860896445,3.9,21.6,0.426970633694,0.140947752126
8412,1400000US36005024501,26324.0,16.9,11.5,1.0,1.0,5.9,11.9,0.124483775811,12.2,5.9,0.525073746313,0.610677083333
8413,1400000US36005024502,26746.0,22.4,7.9,0.0,0.0,1.8,12.9,0.104388116653,8.2,1.8,0.527119106023,0.653636363636
8414,1400000US36005024600,63750.0,2.8,0.7,17.1,9.4,16.9,2.7,0.500909918107,1.8,16.9,0.231574158326,0.0278884462151
8415,1400000US36005024700,41271.0,8.6,4.8,1.0,1.0,10.5,2.3,0.121767241379,4.9,10.5,0.299568965517,0.218340611354
8416,1400000US36005024800,67102.0,5.8,0.7,18.9,13.5,18.3,5.8,0.593397291196,1.1,18.3,0.22262979684,0.0832632464256
8417,1400000US36005025000,50451.0,5.6,3.8,6.8,3.4,11.2,4.0,0.621938232162,5.4,11.2,0.209797657082,0.18163869694
8418,1400000US36005025100,32724.0,21.7,18.3,2.2,1.6,2.7,5.2,0.148895292988,19.0,2.7,0.450208133205,0.38813000471
8419,1400000US36005025200,61875.0,10.6,7.7,10.5,6.5,12.9,1.9,0.52177324441,7.6,12.9,0.276579050608,0.133714285714
8420,1400000US36005025300,30131.0,16.6,11.6,1.3,0.0,1.2,11.5,0.0949748743719,12.0,1.2,0.59648241206,0.484980884762
8421,1400000US36005025400,46719.0,11.7,1.4,3.8,3.3,13.1,6.7,0.69167942828,1.0,13.1,0.144971924451,0.103015075377
8422,1400000US36005025500,20972.0,20.6,15.2,0.0,0.0,4.1,18.3,0.0919500346981,15.5,4.1,0.588306731437,0.451612903226
8423,1400000US36005025600,41797.0,2.0,2.0,0.9,0.0,19.3,8.4,0.397799652577,0.0,19.3,0.321366531558,0.0608828006088
8424,1400000US36005025700,27545.0,25.5,20.9,0.0,0.0,3.7,9.5,0.0939193257074,20.9,3.7,0.605659241421,0.388443017657
