cartodb_id,the_geom,store_name,longitude,latitude,address,address_line__2,city,state,zip5,zip4,county,count_vals,count_vals_density
2,0101000020E61000003A77BB5E9A7C52C0C576F700DD634440,FIRST ON FIRST DELI,-73.946922,40.780182,1756 1st Ave,,New York,NY,10128,5274,NEW YORK ,1,384615.384615385
3,0101000020E61000003FAA61BF277952C073486AA1646C4440,1976 J J DELI GROCERY CORP,-73.893051,40.846821,1976 Arthur Ave,,Bronx,NY,10457,4702,BRONX ,1,384615.384615385
4,0101000020E61000003674B33F507352C035D4282499614440,H&J Vegetable & Grocery Inc.,-73.801773,40.762486,3601 164th St,,Flushing,NY,11358,2003,QUEENS ,1,384615.384615385
7,0101000020E610000021C9ACDEE17952C09D2CB5DE6F564440,East New York Grocery & Deli,-73.904411,40.675289,1737 E New York Ave,,Brooklyn,NY,11212,8020,KINGS ,1,384615.384615385
8,0101000020E6100000ED9925016A7C52C05A643BDF4F674440,Watkins Products Distributors LLC,-73.94397,40.807125,46 W 125th St,,New York,NY,10027,4502,NEW YORK ,1,384615.384615385
9,0101000020E61000004CE3175E497D52C07E3672DD94664440,Harlem Naturally Inc,-73.957603,40.801418,2053 Frederick Douglas Blvd,,New York,NY,10026,7902,NEW YORK ,1,384615.384615385
20,0101000020E61000000821205F427952C02B172AFF5A6C4440,Lucky 7 Fish Market,-73.894676,40.846527,563A E Tremont Ave,,Bronx,NY,10457,4601,BRONX ,1,384615.384615385
21,0101000020E6100000A9C29FE1CD7F52C0EC8A19E1ED5B4440,Dahing Seafood Market Inc,-73.996941,40.718197,127 Mott St,,New York,NY,10013,5512,NEW YORK ,1,384615.384615385
23,0101000020E6100000F7CC9200357D52C02BDB87BCE5584440,Central Yetev Lev D'Satmar Meat Inc,-73.95636,40.694511,684 Myrtle Ave,,Brooklyn,NY,11205,3915,KINGS ,1,384615.384615385
38,0101000020E6100000E02D90A0F87A52C00B42791F47534440,Fatima Grocery,-73.921425,40.650608,5914 Snyder Ave,,Brooklyn,NY,11203,4818,KINGS ,1,384615.384615385
53,0101000020E6100000187B2FBE687A52C0B9AAECBB226C4440,Unity African Market,-73.912643,40.84481,60 E 174th St,,Bronx,NY,10452,5809,BRONX ,1,384615.384615385
72,0101000020E610000087DBA161317752C0AEBCE47FF2594440,STOP & SHOP SUPER CENTER 539,-73.862389,40.702713,8889 Union Tpke,,Glendale,NY,11385,,QUEENS ,1,384615.384615385
98,0101000020E6100000001B1021AE7D52C0CB49287D21664440,Sammy Deli Grocery,-73.963753,40.797897,901 Columbus Ave,,New York,NY,10025,4041,NEW YORK ,1,384615.384615385
102,0101000020E61000002D3E05C0787752C0527C7C42766A4440,J. A. S. Grocery,-73.866745,40.831734,1792 Westchester Ave,,Bronx,NY,10472,3020,BRONX ,1,384615.384615385
106,0101000020E610000060C77F81207952C008E57D1CCD5F4440,Biponon Corp/Haat Bazaar,-73.892609,40.748447,3711 73rd St,,Jackson Heights,NY,11372,6248,QUEENS ,1,384615.384615385
109,0101000020E610000024ED461FF37C52C0F9C08EFF025D4440,G. H. Food Inc,-73.952339,40.726654,750A Manhattan Ave,,Brooklyn,NY,11222,2910,KINGS ,1,384615.384615385
111,0101000020E6100000B30A9B012E7752C0614F3BFC35714440,Eko African Store,-73.862183,40.88446,3832 White Plains Rd,,Bronx,NY,10467,5320,BRONX ,1,384615.384615385
112,0101000020E61000004A253CA1D77F52C0C9552C7E534E4440,Tribuzio Meat Market Inc,-73.997536,40.611923,7714 18th Ave,,Brooklyn,NY,11214,1110,KINGS ,1,384615.384615385
114,0101000020E6100000F7E7A221E37952C029232E008D704440,Jin Sun Produce Corp,-73.904488,40.879303,5590 Broadway,,Bronx,NY,10463,5519,BRONX ,1,384615.384615385
115,0101000020E6100000740CC85EEF7C52C0570A815CE25A4440,J & J Hooper Food Corp,-73.95211,40.710033,396 Hooper St,,Brooklyn,NY,11211,5803,KINGS ,1,384615.384615385
116,0101000020E61000007218CC5F217C52C0C173EFE192554440,Benz's Food Products Inc,-73.939537,40.668545,332 Albany Ave,,Brooklyn,NY,11213,4429,KINGS ,1,384615.384615385
117,0101000020E6100000E25AED612F7B52C01C7E37DDB26B4440,JLT 156 Food Corp/Bravo Supermarket,-73.924767,40.841396,156 W 170th St,,Bronx,NY,10452,2557,BRONX ,1,384615.384615385
118,0101000020E6100000562B137EA97A52C0331AF9BCE25F4440,Nube De Jesus Grocery # 2,-73.916595,40.749107,3902 47th Ave,,Sunnyside,NY,11104,4408,QUEENS ,1,384615.384615385
123,0101000020E6100000EB724A404C7C52C03DD4B661146A4440,840 St Nicholas Food Corp,-73.942154,40.828747,840 Saint Nicholas Ave,,New York,NY,10031,1123,NEW YORK ,1,384615.384615385
125,0101000020E61000004BE658DE557D52C0C40AB77C24594440,Tefanny Deli & Grocery,-73.958366,40.696426,83 Franklin Ave,,Brooklyn,NY,11205,2708,KINGS ,1,384615.384615385
126,0101000020E61000005A492BBEA17152C08099EFE027564440,Young's West Indian Fruits & Vegetables Market,-73.775497,40.673092,13410 Guy r Brewer Blvd,,Jamaica,NY,11434,3728,QUEENS ,1,384615.384615385
127,0101000020E6100000A35C1ABFF07F52C0E9633E20D05B4440,HUNG KEE FOOD MARKET INC,-73.999069,40.717289,214 Canal St,,New York,NY,10013,4121,NEW YORK ,1,384615.384615385
128,0101000020E6100000AEF204C24E8852C0E4874A23664E4440,Island Grocery of S.I. Inc,-74.129807,40.612492,1980 Victory Blvd,,Staten Island,NY,10314,3554,RICHMOND ,1,384615.384615385
132,0101000020E61000008BC6DADFD97E52C0CADFBDA3C6544440,ROYAL SUPERMARKET,-73.982048,40.662312,1419 8th Ave,,BROOKLYN,NY,11215,,KINGS ,1,384615.384615385
134,0101000020E610000068CD8FBFB47E52C0FEF3346090524440,Nasser Candy & Luncheonette,-73.979782,40.645031,369 McDonald Ave,,Brooklyn,NY,11218,2211,KINGS ,1,384615.384615385
135,0101000020E6100000E54526E0D77D52C0BD8BF7E3F6514440,Salahi Deli And Grocery,-73.966301,40.640347,1224 Cortelyou Rd,,Brooklyn,NY,11218,5404,KINGS ,1,384615.384615385
137,0101000020E6100000B9196EC0E77F52C0F44E05DCF3524440,K & K 8 Ave Inc,-73.99852,40.648067,735 39th St,,Brooklyn,NY,11232,3209,KINGS ,1,384615.384615385
140,0101000020E6100000C558A65F227C52C07AA52C431C694440,M & S Food Corp,-73.939598,40.821175,2482 Adam Clayton Powell Jr Blvd,,New York,NY,10030,1332,NEW YORK ,1,384615.384615385
141,0101000020E610000043C5387F137552C0E200FA7DFF604440,Ginseng Wild Trading Inc,-73.829315,40.757797,4114A Main St,,Flushing,NY,11355,3133,QUEENS ,1,384615.384615385
142,0101000020E6100000A3957B81597852C0B492567C43614440,SJC Deli Food Corp,-73.880463,40.759872,8821 31st Ave,,East Elmhurst,NY,11369,1437,QUEENS ,1,384615.384615385
144,0101000020E6100000B70DA320787652C0F65D11FC6F734440,E 240 Halal Live Poultry Corp,-73.851082,40.901855,711 E 240th St,,Bronx,NY,10470,1621,BRONX ,1,384615.384615385
146,0101000020E6100000FFE7305F5E7952C0C328081EDF564440,Marien Grocery Corp.,-73.896385,40.678684,99 Jamaica Ave,,Brooklyn,NY,11207,2015,KINGS ,1,384615.384615385
147,0101000020E61000002D5F97E13F7C52C0DC2A8881AE574440,544 Throop Avenue Food Market Inc,-73.941399,40.685013,544 Throop Ave,,Brooklyn,NY,11221,,KINGS ,1,384615.384615385
149,0101000020E6100000AAB69BE09B7852C0C504357C0B574440,Gutierrez Mini Market,-73.884514,40.680038,2983 Fulton St,,Brooklyn,NY,11208,1123,KINGS ,1,384615.384615385
150,0101000020E610000068B27F9E067C52C0E6AE25E483664440,Juncalito Meat & Produce Inc,-73.937904,40.8009,2212 3rd Ave,,New York,NY,10035,3530,NEW YORK ,1,384615.384615385
153,0101000020E6100000E1455F419A7A52C08445459C4E5A4440,Steve Mexican Grocery Inc,-73.915665,40.705524,423 Stanhope St,,Brooklyn,NY,11237,4440,KINGS ,1,384615.384615385
156,0101000020E610000071E5EC9DD17A52C0E8FA3E1C245A4440,Tepeojuma Deli Grocery,-73.919044,40.704227,123B Wyckoff Ave,,Brooklyn,NY,11237,3903,KINGS ,1,384615.384615385
160,0101000020E61000003FAA61BF277652C07B2DE8BD31584440,M & N Deli Grocery Inc,-73.846176,40.689018,96-27 Atlantic Ave,,Woodhaven,NY,11421,,QUEENS ,1,384615.384615385
161,0101000020E610000001DC2C5E2C7552C0503A9160AA574440,New Amin Grocery & Halal Meat Inc,-73.830833,40.684887,11107 Liberty Ave,,Richmond Hill,NY,11419,1847,QUEENS ,1,384615.384615385
162,0101000020E61000007E8D2441B87852C0A0C211A452684440,D & A 724 Food Corp,-73.886246,40.815022,724 Hunts Point Ave,,Bronx,NY,10474,5921,BRONX ,1,384615.384615385
169,0101000020E610000002124DA0887452C03A950C00555C4440,Haim's International Health Food Market Inc,-73.820839,40.721344,14104 77th Rd,,Flushing,NY,11367,3421,QUEENS ,1,384615.384615385
170,0101000020E6100000DCD9571EA47952C062D9CC21A9594440,Chatzi Chinam Inc,-73.900642,40.700474,58-22 Myrtle Ave,,Ridgewood,NY,11385,5021,QUEENS ,1,384615.384615385
172,0101000020E61000002E71E481C87C52C014B4C9E193524440,Yijung Market LLC,-73.949738,40.645138,2919 Beverley Rd,,Brooklyn,NY,11226,5509,KINGS ,1,384615.384615385
176,0101000020E61000000936AE7FD77B52C0ABB019E082664440,Guanina Deli Store,-73.935028,40.800869,2383 2 Ave,,New York,NY,10035,,NEW YORK ,1,384615.384615385
179,0101000020E6100000C173EFE1927852C083C30B22526D4440,Mickey & Elvis College Deli Corp,-73.883965,40.854069,717 E 187th St,,Bronx,NY,10458,6803,BRONX ,1,384615.384615385
180,0101000020E61000002E5915E1267D52C038DA71C3EF664440,New Harlem Halal Meat,-73.955498,40.804192,2142 Frederick Douglass Blvd,,New York,NY,10026,2306,NEW YORK ,1,384615.384615385
181,0101000020E61000008EC9E2FE237D52C06C09F9A0675B4440,Metro Deli of Northside Corp,-73.955322,40.7141,78 Havemeyer St,,Brooklyn,NY,11211,,KINGS ,1,384615.384615385
182,0101000020E61000007E6FD39FFD7852C0CEA96400A86C4440,VC Deli Grocery,-73.89048,40.848877,640 E 180th St,,Bronx,NY,10457,3462,BRONX ,1,384615.384615385
188,0101000020E6100000C53A55BE677852C0C91F0C3CF7704440,Tropical  Dairy Farm Corp,-73.881332,40.882545,3494 Jerome Ave,,Bronx,NY,10467,1002,BRONX ,1,384615.384615385
189,0101000020E61000005743E21E4B7852C0AD1397E315704440,Los 3 Hermanos Panaderia Y Productos Mexicanos Cor,-73.879585,40.875668,3197 Bainbridge Ave,,Bronx,NY,10467,3907,BRONX ,1,384615.384615385
191,0101000020E6100000F5D555815A7A52C0CFF41263996C4440,Petel Yengue Meat Corp,-73.911774,40.848431,1770 Jerome Ave,,Bronx,NY,10453,5708,BRONX ,1,384615.384615385
192,0101000020E610000081B1BE81C96D52C0F4F928232E5E4440,New Al-Habib Inc,-73.715424,40.735783,25202 Hillside Ave,,Bellerose,NY,11426,2151,QUEENS ,1,384615.384615385
193,0101000020E6100000FAEDEBC0397D52C0C0EC9E3C2C684440,El Puerto Seafood Corp,-73.95665,40.81385,511 W 125 St,,New York,NY,10027,3415,NEW YORK ,1,384615.384615385
195,0101000020E6100000060FD3BEB97A52C0B8AD2D3C2F6B4440,1296 Rivera Grocery Inc,-73.917587,40.837379,1296 Walton Ave,,Bronx,NY,10452,7604,BRONX ,1,384615.384615385
198,0101000020E61000009947FE60E07D52C02D23F59ECA494440,Imperial Meat Inc,-73.96682,40.576496,205 Brighton Beach Ave,,Brooklyn,NY,11235,7406,KINGS ,1,384615.384615385
199,0101000020E61000002F6EA301BC7652C03DD175E1075B4440,CVS PHARMACY INC 7881,-73.855225,40.711178,9715 Metropolitan Ave,,Forest Hills,NY,11375,6601,QUEENS ,1,384615.384615385
200,0101000020E61000007845F0BF957B52C02D95B7239C584440,Paul Supermarket Inc,-73.931015,40.692265,1023 Lafayette Ave,,Brooklyn,NY,11221,,KINGS ,1,384615.384615385
205,0101000020E6100000460A65E1EB7F52C05D4F745DF85B4440,W.I.N. Inc DBA May Wah Vegetarian Market,-73.998772,40.718517,213 Hester St,,New York,NY,10013,3615,NEW YORK ,1,384615.384615385
206,0101000020E6100000809C3061347D52C0124BCADDE7584440,Jasmin Grocery Store,-73.956322,40.694576,679 Myrtle Ave,Ste A,Brooklyn,NY,11205,3949,KINGS ,1,384615.384615385
207,0101000020E6100000388600E0D87B52C0D7C1C1DEC44A4440,Bay Side Mini Mart Inc,-73.935112,40.584133,3119 Emmons Ave,,Brooklyn,NY,11235,1724,KINGS ,1,384615.384615385
212,0101000020E610000082751C3F547F52C042075DC2A1614440,719 Brothers Famous Deli Corp,-73.989517,40.762749,719 9 Ave,,New York,NY,10019,,NEW YORK ,1,384615.384615385
216,0101000020E6100000503750E09D7D52C0A54DD53DB24D4440,WALGREEN 06982,-73.962761,40.607002,946 Kings Hwy,Ste 1,Brooklyn,NY,11223,2350,KINGS ,1,384615.384615385
217,0101000020E6100000F6CFD380417D52C05A492BBEA14C4440,Chang Fa Food Market Inc,-73.957123,40.598686,1418 Avenue U,,Brooklyn,NY,11229,3320,KINGS ,1,384615.384615385
218,0101000020E61000003D9B559FAB7952C0C85EEFFE785F4440,99 Cents Paradise Inc,-73.9011,40.74588,6311 Roosevelt Ave,,Woodside,NY,11377,3641,QUEENS ,1,384615.384615385
219,0101000020E610000029266F80998552C0AC8F87BEBB514440,La Quebradita Grocery Corp,-74.087494,40.638542,405 Jersey St,,Staten Island,NY,10301,2227,RICHMOND ,1,384615.384615385
221,0101000020E610000080608E1EBF7C52C022C32ADEC8524440,1610 Nostrand Food Corp,-73.949165,40.646755,1610 Nostrand Ave,,Brooklyn,NY,11226,5516,KINGS ,1,384615.384615385
222,0101000020E6100000782AE09EE77852C0919C4CDC2A684440,Toledo Grocery Store Inc,-73.889137,40.813808,670 Barretto St,,Bronx,NY,10474,,BRONX ,1,384615.384615385
223,0101000020E610000073F7393E5A7F52C0901150E1085E4440,Whole Foods Market 10162,-73.989883,40.734646,4 Union Sq S,,New York,NY,10003,4196,NEW YORK ,1,384615.384615385
228,0101000020E6100000FAB7CB7EDD7B52C063D009A1836A4440,Danar Meat Corp,-73.935394,40.832142,159-04 Harlem River Dr,,New York,NY,10039,,NEW YORK ,1,384615.384615385
229,0101000020E61000000F48C2BE9D7852C068976F7D586D4440,Chinelus Corp,-73.884628,40.854263,695 E 187th St,,Bronx,NY,10458,6801,BRONX ,1,384615.384615385
230,0101000020E61000005D6DC5FEB27652C0A54A94BDA55C4440,Austin Fruit & Vegetable Corp,-73.854675,40.723808,6725 Austin St,,Forest Hills,NY,11375,3533,QUEENS ,1,384615.384615385
231,0101000020E6100000D5AF743E3C8452C00B2769FE984E4440,Lucky Deli & Grocery,-74.066177,40.614044,1200 Bay St,,Staten Island,NY,10305,3120,RICHMOND ,1,384615.384615385
232,0101000020E6100000D7BE805EB88752C018EAB0C22D514440,Family Deli Grocery,-74.120628,40.634209,1138 Castleton Ave,,Staten Island,NY,10310,1727,RICHMOND ,1,384615.384615385
238,0101000020E61000000D54C6BFCF7952C050340F60916D4440,Beba Grocery Corp,-73.903305,40.855999,2183 Morris Ave,,Bronx,NY,10453,2510,BRONX ,1,384615.384615385
242,0101000020E610000045D4449F8F7752C0FA08FCE1E75F4440,Roosevelt Fruits & Vegetables,-73.868141,40.749264,97-02 Roosevelt Ave,,Corona,NY,11368,2130,QUEENS ,1,384615.384615385
243,0101000020E6100000FED5E3BED58A52C0BCCB457C274A4440,STOP & SHOP 512,-74.169296,40.57933,2795 Richmond Ave,Ste 1,Staten Island,NY,10314,5857,RICHMOND ,1,384615.384615385
244,0101000020E6100000FD14C781578752C07D09151C5E484440,STOP & SHOP 581,-74.114716,40.565372,2754 Hylan Blvd,,Staten Island,NY,10306,4658,RICHMOND ,1,384615.384615385
246,0101000020E6100000BE2EC37FBA7952C0E6965643E2584440,Western Beef Retail Inc 53,-73.902008,40.694405,1089 Wyckoff Ave,,Ridgewood,NY,11385,5751,QUEENS ,1,384615.384615385
248,0101000020E610000047CB811E6A7A52C0FDF9B660A96A4440,Collage Ave Deli & Market Inc,-73.912727,40.833294,288 E 168th St,#1,Bronx,NY,10456,,BRONX ,1,384615.384615385
249,0101000020E6100000FAB7CB7EDD7852C08448861C5B6D4440,Arthur Ave Italian Deli Inc,-73.888519,40.854343,2344A Arthur Ave,,Bronx,NY,10458,8104,BRONX ,1,384615.384615385
250,0101000020E6100000F19F6EA0C07652C0A4C2D842906B4440,1654 METROPOLITAN AVE,-73.855507,40.84034,1654 Metropolitan Ave,,Bronx,NY,10462,6903,BRONX ,1,384615.384615385
251,0101000020E61000008DEDB5A0F77852C0B5C2F4BD866A4440,Jennings Fruits & Vegetables Inc,-73.890114,40.832237,937 Jennings St,,Bronx,NY,10460,6034,BRONX ,1,384615.384615385
252,0101000020E6100000CFD90242EB8052C02E8F352383524440,Patel Grocery Corp,-74.014359,40.644627,5303 4th Ave,,Brooklyn,NY,11220,3003,KINGS ,1,384615.384615385
253,0101000020E6100000815A0C1EA68552C0FD1186014B4E4440,RD & R Deli & Grocery Corp,-74.088264,40.611664,612 Richmond Rd,,Staten Island,NY,10304,2410,RICHMOND ,1,384615.384615385
255,0101000020E61000005D8B16A06D7D52C057975302625A4440,Central Yetev Lev D'Satmar Meat Inc,-73.959816,40.706116,187 Ross St,,Brooklyn,NY,11211,7204,KINGS ,1,384615.384615385
257,0101000020E610000004E8F7FD9B7B52C0EECC04C3B9544440,Utica Halal Live Poultry Corp,-73.931396,40.661919,473 Utica Ave,,Brooklyn,NY,11203,1318,KINGS ,1,384615.384615385
260,0101000020E6100000B5E0455F417C52C0BD0166BE83614440,Lic Family Deli Grocery Corp,-73.94149,40.761833,3563 9th St,,Astoria,NY,11106,5103,QUEENS ,1,384615.384615385
261,0101000020E6100000A038807EDF7A52C01C261AA4E0594440,Santa Ana Deli & Grocery Corp,-73.919891,40.702168,171 Irving Ave,,Brooklyn,NY,11237,4200,KINGS ,1,384615.384615385
262,0101000020E6100000A69883A0A37952C0AD16D863226F4440,Yoon Fish Market,-73.900612,40.868237,79 W Kingsbridge Rd,,Bronx,NY,10468,7512,BRONX ,1,384615.384615385
266,0101000020E61000008CDB68006F7A52C07E6FD39FFD684440,Third Ave Grocery & Deli,-73.913025,40.82024,3047 3rd Ave,,Bronx,NY,10451,4607,BRONX ,1,384615.384615385
267,0101000020E610000021054F21577752C0E272BC02D1574440,A S Supermarket,-73.864693,40.686066,7510A 91st Ave,,Woodhaven,NY,11421,2824,QUEENS ,1,384615.384615385
269,0101000020E6100000ACC5A700187952C05419C6DD206E4440,IGUA  Food Corp,-73.89209,40.860378,421 E 189th St,,Bronx,NY,10458,5506,BRONX ,1,384615.384615385
271,0101000020E6100000D09D60FF757752C060CD0182396A4440,Gleason Grocery Corp,-73.866577,40.82988,1791 Gleason Ave,,Bronx,NY,10472,4745,BRONX ,1,384615.384615385
272,0101000020E610000077483140A27752C0DC12B9E00C584440,Hermanos Barrientos Mini Market Corp,-73.869278,40.687893,394 Etna St,,Brooklyn,NY,11208,1802,KINGS ,1,384615.384615385
273,0101000020E6100000E030D120057B52C0BBD408FD4C6B4440,Adum African Market Inc,-73.922188,40.838287,1263A Edward L Grant Hwy,,Bronx,NY,10452,3101,BRONX ,1,384615.384615385
275,0101000020E61000000C570740DC7A52C0CB49287D216A4440,1001 San Miguel Food Center Inc,-73.919693,40.829147,1001 Sheridan Ave,,Bronx,NY,10456,6376,BRONX ,1,384615.384615385
276,0101000020E6100000EC4B361E6C7D52C05437177FDB534440,DR 731 INC.,-73.959724,40.655136,731 Flatbush Ave,,Brooklyn,NY,11226,1403,KINGS ,1,384615.384615385
279,0101000020E61000002C0E677E358552C011902FA182514440,Staten Convenient Food Market,-74.08139,40.636799,164 Victory Blvd,,Staten Island,NY,10301,2946,RICHMOND ,1,384615.384615385
280,0101000020E6100000ADC266800B8552C0C1FEEBDCB4514440,K.F. And Kids Inc,-74.078827,40.638332,1 Corson Ave,,Staten Island,NY,10301,2922,RICHMOND ,1,384615.384615385
281,0101000020E6100000FAB48AFED07E52C0164B917C254E4440,Pak O Avenue Corp,-73.981506,40.610519,97 Avenue O,,Brooklyn,NY,11204,6542,KINGS ,1,384615.384615385
282,0101000020E6100000F2B4FCC0557852C0C74961DEE35E4440,Chocolate Deli & Grocery Inc,-73.880234,40.741329,8273 Broadway,,Elmhurst,NY,11373,3352,QUEENS ,1,384615.384615385
285,0101000020E61000000A2DEBFEB17C52C09F3E027FF8514440,F & G Meat Inc,-73.948364,40.640396,1859 Nostrand Ave,,Brooklyn,NY,11226,7922,KINGS ,1,384615.384615385
287,0101000020E610000018B49080D17952C0F50EB743C3704440,Villas Market Place Inc,-73.903412,40.880959,5665 Broadway,,Bronx,NY,10463,4147,BRONX ,1,384615.384615385
289,0101000020E6100000751E15FF777E52C0DE03745FCE564440,6th Ave. Deli Inc,-73.976074,40.678173,133 6th Ave,,Brooklyn,NY,11217,3522,KINGS ,1,384615.384615385
290,0101000020E6100000F8DEDFA0BD7752C05E4C33DDEB564440,Charo West Indian Grocery,-73.870949,40.679073,396 Crescent St,,Brooklyn,NY,11208,2830,KINGS ,1,384615.384615385
291,0101000020E6100000156F641EF97D52C097E4805D4D664440,GRISTEDES 601,-73.96833,40.799236,2700 Broadway,,New York,NY,10025,8740,NEW YORK ,1,384615.384615385
292,0101000020E6100000A06EA0C03B7752C02E02637D03714440,White Plains Fruits And Vegetables Inc,-73.863022,40.882919,3754 White Plains Rd,Frnt 1,Bronx,NY,10467,5731,BRONX ,1,384615.384615385
293,0101000020E6100000D8F15F20087C52C0B5C2F4BD866C4440,Bonao Meats And Produce Inc,-73.937996,40.847862,4189 Broadway,,New York,NY,10033,3735,NEW YORK ,1,384615.384615385
298,0101000020E61000005A677C5F5C8252C0D0D6C1C1DE4E4440,Clinton Supermarket & Mall Corp,-74.036888,40.616173,90-96 Clinton St,,New York,NY,10002,,NEW YORK ,1,384615.384615385
299,0101000020E61000000B2AAA7EA57752C02AE44A3D0B6C4440,Aziz Enterprise Corp,-73.869476,40.844093,603 Morris Park Ave,,Bronx,NY,10460,2534,BRONX ,1,384615.384615385
304,0101000020E61000001EE1B4E0457A52C0F3AB3940306B4440,S & R Deli Grocery Corp,-73.910515,40.83741,300 E 170th St,,Bronx,NY,10456,1106,BRONX ,1,384615.384615385
305,0101000020E6100000E44EE960FD7652C0C9CA2F8331604440,Amapen Mini Mart Corp,-73.859215,40.751511,3802 108th St,,Corona,NY,11368,2021,QUEENS ,1,384615.384615385
308,0101000020E6100000D1AFAD9FFE7E52C0CE8B135FED504440,Supreme Health Food Center USA LLC,-73.984291,40.632244,4624 16th Ave,,Brooklyn,NY,11204,1104,KINGS ,1,384615.384615385
309,0101000020E610000037894160E57B52C0F8A57EDE54684440,Fifth Avenue Gourmet Deli Inc,-73.935875,40.81509,2289 Fifth Ave,,New York,NY,10037,1702,NEW YORK ,1,384615.384615385
310,0101000020E6100000E5637781927952C09E2633DE566A4440,Abreu Grocery,-73.899567,40.830776,773 E 169th St,,Bronx,NY,10456,2609,BRONX ,1,384615.384615385
311,0101000020E610000003EE79FEB47C52C040A4DFBE0E524440,99 Cent Blast Inc,-73.948547,40.641075,1838 Nostrand Ave,,Brooklyn,NY,11226,7132,KINGS ,1,384615.384615385
312,0101000020E61000006D0377A04E7752C0D367075C57604440,JIB Deli & Grocery Corp,-73.864174,40.752666,37-22 103 St,,Corona,NY,11368,1953,QUEENS ,1,384615.384615385
315,0101000020E6100000629D2ADF337652C09147702365734440,Market at Bissel Gardens - JUST FOODS - FM,-73.846916,40.901524,Baychester Ave & 241st ST,,BRONX,NY,10457,,BRONX ,1,384615.384615385
316,0101000020E6100000FE261422E07B52C0B64C86E3F94C4440,A & E Convenience Corp,-73.935555,40.601376,3090 Avenue U,,Brooklyn,NY,11229,5117,KINGS ,1,384615.384615385
317,0101000020E61000007B87DBA1617D52C083C0CAA145624440,WALGREEN 01214,-73.959084,40.76775,1328 2nd Ave,,New York,NY,10021,5202,NEW YORK ,1,384615.384615385
318,0101000020E6100000B2DAFCBFEA7952C0FEEDB25F77704440,WALGREEN 01013,-73.904953,40.878643,5564 Broadway,,Bronx,NY,10463,5216,BRONX ,1,384615.384615385
319,0101000020E610000038656EBE117852C0C9CA2F8331624440,23-34 94 ST GROC CORP,-73.876083,40.767136,2334 94th St,,East Elmhurst,NY,11369,1106,QUEENS ,1,384615.384615385
320,0101000020E6100000388600E0D87C52C00551F70148554440,L & A Food Corp,-73.950737,40.66626,891 Nostrand Ave,,Brooklyn,NY,11225,3002,KINGS ,1,384615.384615385
321,0101000020E6100000533D997FF47B52C0C040102043614440,RAVENWOOD CSA,-73.936798,40.759861,3535 21st St Apt 2F,,Long Island City,NY,11106,4716,QUEENS ,1,384615.384615385
322,0101000020E61000006EDFA3FE7A7B52C0EA060ABC93614440,WALGREEN 01180,-73.929382,40.762321,3355 Crescent St,#67,Long Island City,NY,11106,3809,QUEENS ,1,384615.384615385
323,0101000020E61000000F63D2DF4B7652C0D636C5E3A25C4440,WALGREEN 01487,-73.848381,40.723721,10425 Queens Blvd,,Forest Hills,NY,11375,3757,QUEENS ,1,384615.384615385
325,0101000020E6100000C53A55BE677452C019541B9C88564440,WALGREEN 04445,-73.818832,40.676044,11902 Rockaway Blvd,,S Ozone Park,NY,11420,2422,QUEENS ,1,384615.384615385
326,0101000020E61000002AFF5A5EB97D52C0F5F3A62215524440,Father & Sons Deli Food Corp,-73.964439,40.64127,1501 Cortelyou Rd,,Brooklyn,NY,11226,5607,KINGS ,1,384615.384615385
327,0101000020E6100000753C66A0327F52C0CB64389ECF5E4440,WALGREEN 07675,-73.987465,40.740711,33 E 23rd St,,New York,NY,10010,3639,NEW YORK ,1,384615.384615385
330,0101000020E6100000815D4D9EB27A52C08FE1B19FC56A4440,Dollar Resort Inc,-73.917152,40.834156,190 E 167th St,,Bronx,NY,10456,4002,BRONX ,1,384615.384615385
331,0101000020E61000003D9B559FAB7A52C00400C79E3D674440,Dollar Commercial LLC,-73.916725,40.806568,589 E 138th St,,Bronx,NY,10454,2702,BRONX ,1,384615.384615385
336,0101000020E6100000A568E55E607852C025E7C41EDA594440,Benny & Sons Grocery Corp,-73.880882,40.701969,7001 Myrtle Ave,,Glendale,NY,11385,7261,QUEENS ,1,384615.384615385
340,0101000020E61000000E661360588052C0A6B6D4415E5B4440,"COUNCIL ON THE ENVIRONMENT,INC -GM",-74.005394,40.713814,51 Chambers St,Ste 1231,New York,NY,10007,1240,NEW YORK ,1,384615.384615385
348,0101000020E6100000B9E00CFE7E8052C0C685032159564440,Discount Columbia LLC,-74.007751,40.674595,498 Columbia St,,Brooklyn,NY,11231,1918,KINGS ,1,384615.384615385
351,0101000020E610000030293E3E217752C0FDDB65BFEE564440,Central Mini Market Incorporated,-73.861404,40.679161,7620 Liberty Ave,,Ozone Park,NY,11417,1035,QUEENS ,1,384615.384615385
352,0101000020E610000047E350BF0B7B52C0D00CE2033B624440,Smart Way Mini Mart,-73.922592,40.767426,2928 30th Ave,Ste 1,Astoria,NY,11102,2250,QUEENS ,1,384615.384615385
353,0101000020E610000065E256410C7C52C0C85BAE7E6C6C4440,Larosa Foods Inc,-73.938248,40.847061,4161 Broadway,,New York,NY,10033,3730,NEW YORK ,1,384615.384615385
355,0101000020E610000090C01F7EFE7752C0B01C2103796A4440,CCA Food Corp,-73.874908,40.831818,1623 E 172nd St,,Bronx,NY,10472,2203,BRONX ,1,384615.384615385
